State,Poll Type,Pollster,Start Date,End Date,Clinton,Trump,Clinton Adjusted,Trump Adjusted,Electoral Votes
North Dakota,now-cast,SurveyMonkey,10/29/2016,11/4/2016,29.0,57.0,27.694879999999998,56.68713,53.0
Arizona,now-cast,SurveyMonkey,11/1/2016,11/7/2016,45.0,42.0,43.55363,41.36602,15.0
Maine,now-cast,SurveyMonkey,11/1/2016,11/7/2016,46.0,38.0,44.57411,37.37658,16.0
Florida,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,38.49,38.56,43.92161,46.98092000000001,67.0
Wisconsin,now-cast,SurveyMonkey,10/18/2016,10/26/2016,43.0,42.0,41.56277,43.70766,72.0
Texas,now-cast,SurveyMonkey,10/27/2016,11/2/2016,42.0,46.0,40.66163,45.97502,254.0
New Mexico,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,42.52,29.93,47.86229,35.4506,33.0
Alabama,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,18.35,55.11,25.60342,63.2612,67.0
Indiana,now-cast,SurveyMonkey,10/25/2016,10/31/2016,37.0,51.0,35.64074,51.38227,92.0
Michigan,now-cast,SurveyMonkey,10/20/2016,10/28/2016,44.0,41.0,42.57391,42.3098,83.0
Oklahoma,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,22.59,35.91,29.78463,44.2543,77.0
Louisiana,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,25.28,53.54,32.58818,61.76266999999999,64.0
Kentucky,now-cast,SurveyMonkey,10/20/2016,10/28/2016,30.0,61.0,28.567629999999998,62.24286,120.0
Indiana,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,31.62,35.74,39.01211,45.46333,92.0
Nebraska,now-cast,SurveyMonkey,10/27/2016,11/2/2016,34.0,50.0,32.677040000000005,50.013659999999994,93.0
Georgia,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,30.02,44.88,37.31667,53.08765,159.0
Indiana,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,35.1,32.52,41.74338,41.04813,92.0
Georgia,now-cast,SurveyMonkey,11/1/2016,11/7/2016,45.0,45.0,43.5309,44.35431,159.0
Nevada,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,33.6,35.34,39.22911,44.13112,17.0
New York,now-cast,SurveyMonkey,10/17/2016,10/25/2016,58.0,31.0,56.56231999999999,32.78735,62.0
Montana,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,31.06,37.96,37.873459999999994,46.8455,56.0
South Carolina,now-cast,SurveyMonkey,10/29/2016,11/4/2016,43.0,46.0,41.63342,45.60641,46.0
Arizona,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,37.89,32.88,43.33388,39.488640000000004,15.0
South Dakota,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,24.68,34.67,32.28298,44.80054000000001,66.0
Iowa,now-cast,SurveyMonkey,10/26/2016,11/1/2016,39.0,45.0,37.67931,45.27744000000001,99.0
Alabama,now-cast,SurveyMonkey,10/27/2016,11/2/2016,35.0,53.0,33.632220000000004,52.90133,67.0
Tennessee,now-cast,SurveyMonkey,10/30/2016,11/6/2016,40.0,49.0,38.60582,48.41184000000001,95.0
Georgia,now-cast,SurveyMonkey,10/26/2016,11/1/2016,44.0,45.0,42.63078,45.113459999999996,159.0
Texas,now-cast,SurveyMonkey,8/9/2016,9/1/2016,40.0,40.0,42.11695,45.32221,254.0
North Carolina,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,35.61,38.39,41.204390000000004,46.92716,100.0
South Dakota,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,32.71,36.87,38.753190000000004,45.8222,66.0
Georgia,now-cast,SurveyMonkey,10/28/2016,11/3/2016,44.0,46.0,42.63701,45.73616,159.0
Indiana,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,36.04,35.07,42.0075,43.7171,92.0
Louisiana,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,30.6,45.73,37.65487,53.87325,64.0
Washington,now-cast,SurveyMonkey,10/20/2016,10/28/2016,52.0,34.0,50.58827,35.46318,39.0
Michigan,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,34.85,33.58,42.4445,42.17639000000001,83.0
North Dakota,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,22.36,47.26,27.714000000000002,52.78663,53.0
Illinois,now-cast,SurveyMonkey,10/30/2016,11/6/2016,52.0,35.0,50.60958,34.4141,102.0
New Jersey,now-cast,SurveyMonkey,10/30/2016,11/6/2016,53.0,37.0,51.61894,36.41972,21.0
Utah,now-cast,SurveyMonkey,10/29/2016,11/4/2016,30.0,34.0,28.66409,33.63467,29.0
Vermont,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,50.15,18.1,58.279540000000004,28.12653,14.0
Utah,now-cast,SurveyMonkey,10/20/2016,10/28/2016,30.0,33.0,28.53875,34.269,29.0
Florida,now-cast,SurveyMonkey,10/27/2016,11/2/2016,47.0,44.0,45.66754,43.98984,67.0
New Mexico,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,40.02,26.18,45.46396,34.741929999999996,33.0
Delaware,now-cast,SurveyMonkey,10/27/2016,11/2/2016,50.0,36.0,48.66687,35.98817000000001,3.0
New York,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,43.97,29.08,49.314170000000004,36.87696,62.0
Idaho,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,18.72,43.51,26.39518,52.21168,44.0
Oregon,now-cast,SurveyMonkey,10/25/2016,10/31/2016,51.0,36.0,49.67131,36.51358,36.0
Texas,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,30.5,39.55,38.2021,48.59466,254.0
New Mexico,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,27.25,29.96,35.12798,39.25559000000001,33.0
Tennessee,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,33.28,43.35,39.258109999999995,52.03988,95.0
Maine,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,47.02,17.28,55.13604,27.285559999999997,16.0
Wyoming,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,25.04,47.09,30.3839,52.61143000000001,23.0
Wisconsin,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,37.41,27.08,45.21521,36.04404,72.0
Nebraska,now-cast,SurveyMonkey,11/1/2016,11/7/2016,35.0,52.0,33.55392,51.366170000000004,93.0
California,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,47.86,23.83,53.20446,31.630879999999998,58.0
Michigan,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,34.69,30.08,42.4565,39.54294,83.0
Alaska,now-cast,SurveyMonkey,11/1/2016,11/7/2016,31.0,48.0,29.563159999999996,47.370940000000004,29.0
Massachusetts,now-cast,SurveyMonkey,10/17/2016,10/25/2016,61.0,28.0,59.59613,30.26225,14.0
South Carolina,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,31.75,41.66,39.20674,50.64204,46.0
Wyoming,now-cast,SurveyMonkey,10/27/2016,11/2/2016,21.0,61.0,19.6837,61.030330000000006,23.0
Arkansas,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,34.43,38.13,40.04557,46.82206,75.0
Arkansas,now-cast,SurveyMonkey,10/28/2016,11/3/2016,34.0,55.0,32.66187,54.78108,75.0
South Dakota,now-cast,SurveyMonkey,10/20/2016,10/28/2016,30.0,53.0,28.58148,54.39065,66.0
Iowa,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,40.17,30.78,45.52238,38.68837,99.0
California,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,47.88,26.4,53.21829,31.91853,58.0
South Carolina,now-cast,SurveyMonkey,10/28/2016,11/3/2016,43.0,47.0,41.638040000000004,46.738009999999996,46.0
Kansas,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,36.39,28.62,43.15104,37.39536,105.0
South Carolina,now-cast,SurveyMonkey,10/26/2016,11/1/2016,44.0,45.0,42.63178,45.11683,46.0
Massachusetts,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,50.33,21.5,58.28893000000001,32.31794,14.0
New York,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,41.64,29.9,49.41225,39.37186,62.0
Vermont,now-cast,SurveyMonkey,10/25/2016,10/31/2016,53.0,25.0,51.6922,25.60325,14.0
Alabama,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,19.02,56.78,26.38999,65.16069,67.0
Wisconsin,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,41.95,27.88,49.67664,37.75221,72.0
New Jersey,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,37.83,29.03,45.646229999999996,38.57013,21.0
Virginia,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,40.36,32.04,47.57539000000001,40.414159999999995,134.0
District of Columbia,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,54.01,22.16,62.16255,32.77189,1.0
Mississippi,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,32.48,46.54,37.79502,53.94154,82.0
Ohio,now-cast,SurveyMonkey,10/25/2016,10/31/2016,40.0,45.0,38.6513,45.42763,88.0
Alabama,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,23.68,53.37,29.07904000000001,61.41899,67.0
Minnesota,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,36.63,29.88,41.98008,37.75714,87.0
Nevada,now-cast,SurveyMonkey,10/18/2016,10/26/2016,44.0,44.0,42.55636,45.62075,17.0
Maine,now-cast,SurveyMonkey,10/17/2016,10/25/2016,51.0,35.0,49.58591,37.11877,16.0
Maryland,now-cast,SurveyMonkey,10/29/2016,11/4/2016,61.0,28.0,59.65396,27.633390000000002,24.0
New York,now-cast,SurveyMonkey,10/26/2016,11/1/2016,57.0,33.0,55.66601,33.23251,62.0
Wisconsin,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,44.29,27.22,50.32439,36.13669,72.0
Indiana,now-cast,SurveyMonkey,8/9/2016,9/1/2016,30.0,46.0,32.08867,51.27386,92.0
Mississippi,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,25.83,55.37,31.22572000000001,61.77184000000001,82.0
District of Columbia,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,62.21,9.8,69.24297,19.14678,1.0
Iowa,now-cast,SurveyMonkey,10/20/2016,10/28/2016,41.0,44.0,39.58331,45.41019,99.0
Hawaii,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,40.16,21.25,48.17055,30.48927,5.0
Tennessee,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,23.92,49.08,31.553690000000003,57.81415,95.0
Wyoming,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,26.68,57.27,32.13057,63.90736,23.0
Maine,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,49.93,22.54,56.86031,31.67104,16.0
New Hampshire,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,45.34,28.86,53.4287,39.361,10.0
Texas,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,33.31,40.79,38.73616,49.14864,254.0
Virginia,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,38.73,33.85,44.15884000000001,40.39405,134.0
South Carolina,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,27.1,39.4,34.4575,48.63111,46.0
Kansas,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,40.37,30.72,46.40119,39.62383,105.0
Delaware,now-cast,SurveyMonkey,10/30/2016,11/6/2016,49.0,39.0,47.6097,38.41417,3.0
Colorado,now-cast,SurveyMonkey,10/28/2016,11/3/2016,44.0,40.0,42.686859999999996,39.82622,64.0
Kentucky,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,35.39,34.0,41.37208,42.705859999999994,120.0
South Dakota,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,28.56,38.29,34.211009999999995,47.24126,66.0
Kentucky,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,33.15,43.68,38.57777,52.05707,120.0
North Dakota,now-cast,SurveyMonkey,8/9/2016,9/1/2016,26.0,51.0,28.45838,56.90579,53.0
Connecticut,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,44.26,26.17,50.32906,35.22645,8.0
Washington,now-cast,SurveyMonkey,10/25/2016,10/31/2016,53.0,34.0,51.67479,34.52851,39.0
Ohio,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,31.94,35.09,39.22314,43.56162,88.0
Maine,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,36.31,28.63,43.90499000000001,37.55019,16.0
Kansas,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,37.26,28.56,45.055479999999996,37.51101,105.0
South Carolina,now-cast,SurveyMonkey,10/25/2016,10/31/2016,43.0,45.0,41.62206,45.30209,46.0
Ohio,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,29.53,33.7,37.01343,43.59967,88.0
Pennsylvania,now-cast,SurveyMonkey,10/8/2016,10/16/2016,46.0,40.0,44.82304,42.49191,67.0
Minnesota,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,35.95,28.73,41.39622,37.31766,87.0
Montana,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,27.82,38.99,33.1741,46.92168,56.0
South Carolina,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,31.9,38.15,37.30818,44.60536,46.0
Colorado,now-cast,SurveyMonkey,8/9/2016,9/1/2016,37.0,37.0,39.33897,42.701679999999996,64.0
Maryland,now-cast,SurveyMonkey,10/24/2016,10/30/2016,63.0,27.0,61.638130000000004,27.590659999999996,24.0
California,now-cast,SurveyMonkey,10/26/2016,11/1/2016,55.0,30.0,53.66648000000001,30.234090000000002,58.0
New Jersey,now-cast,SurveyMonkey,10/25/2016,10/31/2016,55.0,35.0,53.65954,35.46301,21.0
Vermont,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,42.83,11.42,50.831109999999995,21.76888,14.0
Nevada,now-cast,SurveyMonkey,11/1/2016,11/7/2016,45.0,43.0,43.550259999999994,42.364290000000004,17.0
Colorado,now-cast,SurveyMonkey,10/26/2016,11/1/2016,43.0,40.0,41.6794,40.27774,64.0
Pennsylvania,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,39.65,33.6,45.61724,42.24604,67.0
New Mexico,now-cast,SurveyMonkey,10/28/2016,11/3/2016,41.0,36.0,39.6805,35.81474,33.0
Illinois,now-cast,SurveyMonkey,8/9/2016,9/1/2016,45.0,31.0,47.16107,36.39761,102.0
Rhode Island,now-cast,SurveyMonkey,11/1/2016,11/7/2016,48.0,36.0,46.58508,35.38224,5.0
North Dakota,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,21.39,48.83,29.40956,58.685790000000004,53.0
California,now-cast,SurveyMonkey,8/9/2016,9/1/2016,49.0,28.0,51.22424,33.50558,58.0
South Carolina,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,30.31,40.17,37.80054000000001,48.91281,46.0
Maine,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,42.77,25.71,48.46488,34.98215,16.0
North Carolina,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,35.52,39.6,40.84942,47.19695,100.0
Texas,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,28.94,42.35,36.43993,50.82294,254.0
Minnesota,now-cast,SurveyMonkey,11/1/2016,11/7/2016,46.0,39.0,44.55759000000001,38.36807,87.0
Wyoming,now-cast,SurveyMonkey,10/30/2016,11/6/2016,22.0,58.0,20.62313,57.422230000000006,23.0
Washington,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,42.67,30.43,48.020309999999995,35.95473,39.0
Delaware,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,33.9,28.33,41.57673,37.121829999999996,3.0
Nebraska,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,24.5,38.25,32.18935,48.05744,93.0
Missouri,now-cast,SurveyMonkey,10/18/2016,10/26/2016,37.0,49.0,35.55094000000001,50.54723,115.0
Texas,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,29.93,42.1,37.1539,50.4864,254.0
Michigan,now-cast,SurveyMonkey,8/9/2016,9/1/2016,39.0,38.0,41.21455,43.489020000000004,83.0
Ohio,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,33.76,32.71,41.32713,41.27066,88.0
Michigan,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,39.75,28.98,45.75976,37.79744,83.0
Arkansas,now-cast,SurveyMonkey,10/17/2016,10/25/2016,33.0,54.0,31.55537,55.68975,75.0
Virginia,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,36.26,36.84,43.75027,45.30035,134.0
Idaho,now-cast,SurveyMonkey,10/20/2016,10/28/2016,29.0,48.0,27.58023,49.37739000000001,44.0
Arkansas,now-cast,SurveyMonkey,8/9/2016,9/1/2016,37.0,46.0,39.12254,51.33175,75.0
