state,type,pollster,startdate,enddate,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump
U.S.,now-cast,Ipsos,10/26/2016,10/30/2016,44.2,36.6,44.35664000000001,37.47976
Wisconsin,now-cast,Remington,10/20/2016,10/22/2016,46.0,41.0,45.89787000000001,42.0511
Virginia,now-cast,Christopher Newport University,10/11/2016,10/14/2016,44.0,29.0,45.13284,33.937870000000004
New Hampshire,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,36.77,38.03,42.25786,44.8275
Rhode Island,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,38.44,36.63,43.93459,43.45639
Maryland,now-cast,OpinionWorks,8/18/2016,8/30/2016,54.0,25.0,56.8564,29.13227
Maine CD-2,now-cast,Emerson College,9/2/2016,9/5/2016,36.2,40.7,39.00153,42.61801
Maine CD-1,now-cast,Emerson College,9/2/2016,9/5/2016,52.0,30.1,54.9893,32.2835
Michigan,now-cast,Mitchell Research & Communications,11/2/2016,11/2/2016,47.0,44.0,45.69506,42.95319
Louisiana,now-cast,Anzalone Liszt Grove Research,8/29/2016,9/1/2016,40.0,46.0,39.19093,47.8588
North Carolina,now-cast,SurveyUSA,9/29/2016,10/3/2016,46.0,44.0,46.02473,45.5778
Illinois,now-cast,Loras College,9/13/2016,9/16/2016,43.0,30.0,45.99377,33.9837
Alabama,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,20.38,56.12,25.78239,62.55051
Wyoming,now-cast,SurveyMonkey,10/20/2016,10/28/2016,24.0,60.0,22.581,61.38556
South Carolina,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,31.9,38.15,37.30818,44.60536
U.S.,now-cast,Utah Valley University,8/15/2016,9/12/2016,44.8,35.0,47.03608,40.04179
New Mexico,now-cast,Public Policy Polling,8/19/2016,8/21/2016,40.0,31.0,42.51368,35.67068
Massachusetts,now-cast,Ipsos,10/21/2016,11/2/2016,50.89,33.42,49.67913,33.37186
Virginia,now-cast,Roanoke College,10/2/2016,10/6/2016,45.0,36.0,45.71415,40.71583
North Carolina,now-cast,Ipsos,10/14/2016,10/27/2016,47.99,43.77,46.87642,44.62963
Indiana,now-cast,Ipsos,10/28/2016,11/3/2016,37.96,52.81,36.19898,51.11028
Florida,now-cast,Opinion Savvy/InsiderAdvantage,10/20/2016,10/20/2016,49.0,45.0,48.32152,47.01192
Tennessee,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,31.36,42.27,36.79028,48.82022
Virginia,now-cast,Remington,10/20/2016,10/22/2016,48.0,43.0,47.88498,43.87011
Texas,now-cast,Emerson College,9/7/2016,9/10/2016,36.1,42.4,38.48877,43.58572
U.S.,now-cast,Monmouth University,8/25/2016,8/28/2016,46.0,39.0,47.26142,42.33127
Oregon,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,37.6,30.6,43.05743,37.26685
Georgia,now-cast,Ipsos,10/28/2016,11/3/2016,41.76,48.13,40.9854,47.3998
Wisconsin,now-cast,Monmouth University,8/27/2016,8/30/2016,43.0,38.0,44.39384,41.42435
Illinois,now-cast,Ipsos,10/28/2016,11/3/2016,51.74,38.99,51.222,38.54004000000001
Rhode Island,now-cast,Emerson College,9/2/2016,9/5/2016,44.0,41.0,47.07226,43.3008
U.S.,now-cast,IBD/TIPP,10/23/2016,10/28/2016,44.5,40.6,46.5499,41.74923
North Carolina,now-cast,Ipsos,10/28/2016,11/3/2016,46.83,47.7,46.32158,47.24536
U.S.,now-cast,Ipsos,10/25/2016,10/29/2016,42.6,37.1,42.75296,38.19212
Kentucky,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,29.49,41.4,34.92155,47.95571
Michigan,now-cast,Ipsos,10/28/2016,11/3/2016,43.33,43.13,42.15392,42.02694
Massachusetts,now-cast,Ipsos,10/28/2016,11/3/2016,52.57,36.76,51.57465,35.88239
Massachusetts,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,46.3,24.67,51.79242,31.48708
U.S.,now-cast,CVOTER International,10/29/2016,11/4/2016,49.06,47.82,47.17178,43.78771
Virginia,now-cast,Ipsos,10/28/2016,11/3/2016,48.83,41.92,48.18007,41.33306
Texas,now-cast,Public Policy Polling,8/12/2016,8/14/2016,38.0,44.0,39.54514,47.61275
U.S.,now-cast,The Times-Picayune/Lucid,11/2/2016,11/4/2016,45.0,39.0,45.37018,41.3759
California,now-cast,Tulchin Research,8/23/2016,8/30/2016,52.0,31.0,56.21497,35.39978
Minnesota,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,34.77,28.58,40.22027,35.21608
New Hampshire,now-cast,American Research Group,9/20/2016,9/25/2016,46.0,42.0,49.0293,45.43778
U.S.,now-cast,NBC News/Wall Street Journal,9/16/2016,9/19/2016,43.0,37.0,44.92369,40.98567
U.S.,now-cast,Morning Consult,10/27/2016,10/28/2016,42.0,39.0,43.41073,41.40279
Indiana,now-cast,Ipsos,10/14/2016,10/27/2016,38.9,53.54,36.53027,53.21841
Colorado,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,42.67,27.9,48.12393,34.55181
Ohio,now-cast,Public Policy Polling,8/26/2016,8/27/2016,46.0,42.0,45.18755,42.57954
Florida,now-cast,Cherry Communications,9/15/2016,9/20/2016,43.0,41.0,45.94377,43.92792
Missouri,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,37.32,38.14,42.75,44.68907
North Carolina,now-cast,Suffolk University,9/5/2016,9/7/2016,41.0,44.0,43.40923,47.37684
New Jersey,now-cast,Ipsos,10/28/2016,11/3/2016,49.72,36.13,49.70642,36.1939
Georgia,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,32.92,41.56,38.32722,48.01124
North Carolina,now-cast,Elon University,9/12/2016,9/16/2016,43.0,44.0,45.44944,47.90816
Pennsylvania,now-cast,Ipsos,10/28/2016,11/3/2016,48.15,44.04,47.54162,43.49284
Texas,now-cast,Ipsos,10/28/2016,11/3/2016,39.55,49.4,38.82355,48.73749
Ohio,now-cast,Ipsos,10/28/2016,11/3/2016,46.97,45.49,46.08207,44.67245
Arizona,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,37.89,32.88,43.33388,39.48864
New York,now-cast,Ipsos,10/28/2016,11/3/2016,56.42,34.22,56.15384,34.02737
District of Columbia,now-cast,SurveyMonkey,10/20/2016,10/28/2016,87.0,5.0,85.6121,6.717648
Washington,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,43.73,26.69,49.19091,33.37178
California,now-cast,Insights West,9/12/2016,9/14/2016,57.0,30.0,59.89836999999999,33.69147
Pennsylvania,now-cast,Monmouth University,8/26/2016,8/29/2016,48.0,40.0,49.16496,43.14311
Georgia,now-cast,Emerson College,9/9/2016,9/13/2016,39.0,45.0,41.14841,45.80854
Maine,now-cast,Maine People's Resource Center,10/7/2016,10/9/2016,44.0,36.1,45.81011,40.0125
Indiana,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,36.46,33.82,41.88685,40.35554000000001
Washington,now-cast,Insights West,9/12/2016,9/14/2016,38.0,28.0,41.07792,31.92928
Colorado,now-cast,Emerson College,9/9/2016,9/13/2016,38.0,42.0,40.58758,43.39288
Maine,now-cast,Emerson College,9/2/2016,9/5/2016,44.0,35.0,46.90045,37.05788
Alabama,now-cast,Ipsos,10/7/2016,10/27/2016,38.93,51.28,37.72898,52.30703
U.S.,now-cast,USC Dornsife/LA Times,10/31/2016,11/6/2016,43.23,47.98,44.9713,44.53424
South Carolina,now-cast,Public Policy Polling,8/9/2016,8/10/2016,39.0,41.0,41.00206,45.22701
U.S.,now-cast,IBD/TIPP,10/22/2016,10/27/2016,43.8,40.8,45.81805,42.17855
Arizona,now-cast,Insights West,9/12/2016,9/14/2016,33.0,37.0,35.92019000000001,40.72038
U.S.,now-cast,Fox News/Anderson Robbins Research/Shaw & Company Research,9/27/2016,9/29/2016,43.0,40.0,45.70503,42.99875
Arizona,now-cast,Data Orbital,10/17/2016,10/18/2016,41.0,41.0,41.74234000000001,43.62807
U.S.,now-cast,RAND (American Life Panel),9/12/2016,9/25/2016,43.3,33.4,44.44505,38.72026
U.S.,now-cast,Ipsos,10/24/2016,10/28/2016,41.0,38.1,41.14392,39.41655
New York,now-cast,Siena College,9/11/2016,9/15/2016,51.0,30.0,53.69336,34.27434
South Carolina,now-cast,Starboard Communications,9/7/2016,9/9/2016,35.0,48.0,38.17324,50.65254
Georgia,now-cast,Ipsos,10/14/2016,10/27/2016,43.11,47.84,41.7347,48.34422
Kentucky,now-cast,Google Consumer Surveys,9/14/2016,9/16/2016,23.9,35.4,32.32424,45.74927
U.S.,now-cast,Public Religion Research Institute,9/1/2016,9/27/2016,49.0,41.0,50.35328,45.26311
North Carolina,now-cast,YouGov,8/30/2016,9/2/2016,46.0,42.0,49.0327,45.43091
Virginia,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,38.73,33.85,44.15884000000001,40.39405
North Carolina,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,34.4,40.6,39.81813,47.09808
California,now-cast,Ipsos,10/28/2016,11/3/2016,60.4,30.34,59.88401,29.89793
U.S.,now-cast,CVOTER International,10/24/2016,10/30/2016,48.81,47.71,46.6778,44.4449
Michigan,now-cast,Ipsos,10/21/2016,10/27/2016,41.34,37.11,39.70953,37.16067
Virginia,now-cast,Marist College,8/4/2016,8/10/2016,43.0,31.0,44.91247,37.47803
Delaware,now-cast,SurveyMonkey,10/20/2016,10/28/2016,52.0,36.0,50.56993,37.26741
New Jersey,now-cast,Ipsos,10/14/2016,10/27/2016,50.95,34.25,50.32003,35.82967
U.S.,now-cast,American Research Group,9/17/2016,9/20/2016,47.0,44.0,47.45413,44.58123
South Carolina,now-cast,Ipsos,10/7/2016,10/27/2016,43.53,48.62,42.46901,49.84647
Nevada,now-cast,Insights West,9/12/2016,9/14/2016,40.0,42.0,42.86984,45.65368
U.S.,now-cast,IBD/TIPP,10/21/2016,10/26/2016,42.6,41.4,44.58292,42.9732
Nebraska,now-cast,Ipsos,10/13/2016,11/2/2016,31.34,52.38,29.72957,52.6751
Kansas,now-cast,SurveyUSA,9/6/2016,9/11/2016,36.0,48.0,37.34004,50.13144000000001
U.S.,now-cast,CVOTER International,10/28/2016,11/3/2016,48.53,48.44,46.60892,44.51765
Maine,now-cast,Gravis Marketing,8/4/2016,8/8/2016,43.0,33.0,45.46278,37.48284
Connecticut,now-cast,Ipsos,10/7/2016,10/27/2016,51.05,36.25,49.41618,37.43133
Michigan,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,37.5,34.9,42.94047,41.49401
U.S.,now-cast,Ipsos,10/23/2016,10/27/2016,41.7,36.4,41.81208,37.94587
Kentucky,now-cast,Ipsos,10/7/2016,10/27/2016,37.65,56.14,36.44616,57.46355
Michigan,now-cast,Suffolk University,8/22/2016,8/24/2016,43.6,37.2,46.15007,41.44576
North Carolina,now-cast,Monmouth University,8/20/2016,8/23/2016,44.0,42.0,44.99499,45.22438
South Carolina,now-cast,Feldman Group,8/18/2016,8/21/2016,39.0,39.0,40.74096,44.29347
Wisconsin,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,41.21,28.69,46.65841,35.31808
Arizona,now-cast,CNN/Opinion Research Corp.,8/18/2016,8/23/2016,38.0,45.0,39.46251,46.86108
Virginia,now-cast,Ipsos,10/14/2016,10/27/2016,48.11,39.3,46.85054,40.10571
Iowa,now-cast,Marist College,8/3/2016,8/7/2016,35.0,35.0,37.11483,41.87166
Florida,now-cast,Ipsos,10/28/2016,11/3/2016,47.88,46.89,47.82889,46.90758
Virginia,now-cast,Public Policy Polling,9/9/2016,9/11/2016,45.0,39.0,46.74667,41.55426
Missouri,now-cast,Public Policy Polling,8/26/2016,8/27/2016,41.0,47.0,39.95487,47.30759000000001
Mississippi,now-cast,Ipsos,10/13/2016,11/2/2016,31.66,56.41,31.2654,57.55512
North Carolina,now-cast,CNN/Opinion Research Corp.,8/18/2016,8/23/2016,45.0,45.0,46.22451,46.4543
Ohio,now-cast,Gravis Marketing,9/22/2016,9/23/2016,42.0,43.0,44.04521,45.35446
West Virginia,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,24.58,47.56,29.92705,55.39603
Pennsylvania,now-cast,Rasmussen Reports/Pulse Opinion Research,10/25/2016,10/27/2016,47.0,40.0,47.55615,41.60706
Ohio,now-cast,Rasmussen Reports/Pulse Opinion Research,10/25/2016,10/27/2016,46.0,42.0,46.5663,43.67013
North Carolina,now-cast,Rasmussen Reports/Pulse Opinion Research,10/25/2016,10/27/2016,47.0,44.0,47.54792,45.55589000000001
Nevada,now-cast,Rasmussen Reports/Pulse Opinion Research,10/25/2016,10/27/2016,43.0,42.0,43.56727,43.67619000000001
New Hampshire,now-cast,Rasmussen Reports/Pulse Opinion Research,10/25/2016,10/27/2016,47.0,39.0,47.61435,40.96892
South Dakota,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,29.92,41.88,35.27071,49.76567
U.S.,now-cast,Quinnipiac University,9/8/2016,9/13/2016,41.0,39.0,43.8015,41.27093
Oregon,now-cast,Ipsos,10/7/2016,10/27/2016,46.26,37.69,44.4621,38.68521
Florida,now-cast,Rasmussen Reports/Pulse Opinion Research,10/25/2016,10/27/2016,42.0,48.0,42.56442,49.65847
Colorado,now-cast,Marist College,8/4/2016,8/10/2016,41.0,29.0,43.12606,35.8989
Texas,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,31.53,43.03,36.95992,49.57868
Rhode Island,now-cast,SurveyMonkey,10/20/2016,10/28/2016,48.0,37.0,46.61194,38.71592
North Dakota,now-cast,SurveyMonkey,10/20/2016,10/28/2016,31.0,54.0,29.592440000000003,55.50776
Vermont,now-cast,Ipsos,9/16/2016,10/6/2016,46.34,21.29,46.16943,22.31829
Missouri,now-cast,Remington,10/9/2016,10/11/2016,42.0,47.0,42.30223,48.73411
Vermont,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,55.01,14.83,60.37811,22.95169
New Jersey,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,38.54,33.18,43.98566,39.79627
North Dakota,now-cast,Ipsos,9/23/2016,10/13/2016,34.67,44.9,33.02447,45.42189000000001
U.S.,now-cast,The Times-Picayune/Lucid,11/1/2016,11/3/2016,44.0,39.0,44.40993,41.47931
U.S.,now-cast,USC Dornsife/LA Times,10/30/2016,11/5/2016,42.63,48.16,44.37903,44.78563
U.S.,now-cast,ABC News/Washington Post,9/19/2016,9/22/2016,46.0,44.0,46.45945,45.65932
Illinois,now-cast,Ipsos,10/21/2016,10/27/2016,55.55,34.57,54.57973000000001,35.24151
Alaska,now-cast,SurveyMonkey,10/20/2016,10/28/2016,33.0,45.0,31.587090000000003,46.45063
U.S.,now-cast,Ipsos,10/22/2016,10/26/2016,42.3,36.7,42.37695,38.44052
Ohio,now-cast,Monmouth University,8/18/2016,8/21/2016,43.0,39.0,44.14548,42.60386
Nevada,now-cast,Public Policy Polling,9/6/2016,9/7/2016,45.0,42.0,44.07351,42.02845
U.S.,now-cast,IBD/TIPP,10/20/2016,10/25/2016,41.8,41.2,43.76604,42.94973
Maine,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,46.47,26.61,51.83721,34.71941
U.S.,now-cast,Morning Consult,10/27/2016,10/30/2016,51.0,48.0,51.41603,49.18882
Ohio,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,33.35,35.38,38.78741,41.9609
Idaho,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,27.77,37.57,33.11958,45.44027
Mississippi,now-cast,Magellan Strategies,8/11/2016,8/11/2016,39.0,52.0,40.2037,55.21385
Hawaii,now-cast,SurveyMonkey,10/20/2016,10/28/2016,49.0,31.0,47.59474,32.53226
U.S.,now-cast,Public Religion Research Institute,9/22/2016,9/25/2016,43.0,43.0,41.76706,44.82995
Missouri,now-cast,Monmouth University,8/19/2016,8/22/2016,43.0,44.0,44.09488,47.44986
Iowa,now-cast,Emerson College,8/31/2016,9/1/2016,39.0,44.0,41.68937,45.87964
Michigan,now-cast,Emerson College,8/25/2016,8/28/2016,44.9,39.5,47.41278,41.36948
U.S.,now-cast,Saint Leo University,9/10/2016,9/16/2016,46.2,41.0,47.1459,46.6175
Alaska,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,37.32,33.15,42.67585,41.10535
Wyoming,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,20.8,52.8,26.150270000000006,60.67975
Montana,now-cast,SurveyMonkey,10/20/2016,10/28/2016,35.0,51.0,33.585190000000004,52.43026
Pennsylvania,now-cast,Ipsos,10/21/2016,10/27/2016,48.03,45.87,46.97223,46.40015
U.S.,now-cast,Suffolk University,8/24/2016,8/29/2016,42.0,35.0,44.58715,39.04146
Colorado,now-cast,Gravis Marketing,10/3/2016,10/4/2016,40.0,40.0,41.01983,42.85839
U.S.,now-cast,CNN/Opinion Research Corp.,9/1/2016,9/4/2016,43.0,45.0,44.53883,46.2543
U.S.,now-cast,Ipsos,10/21/2016,10/25/2016,43.1,36.4,43.16007000000001,38.31705
West Virginia,now-cast,Ipsos,10/14/2016,11/2/2016,33.94,57.74,32.7014,58.21709
Indiana,now-cast,Public Opinion Strategies,9/6/2016,9/8/2016,36.0,43.0,38.58612,47.63206
Illinois,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,42.66,28.26,48.09468,34.82917
U.S.,now-cast,CVOTER International,10/27/2016,11/2/2016,48.78,48.22,46.81522,44.45463
Pennsylvania,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,36.86,39.45,42.28677,45.98517
Ohio,now-cast,Ipsos,10/21/2016,10/27/2016,44.85,45.17,43.5088,45.48915
Maine,now-cast,Ipsos,10/7/2016,10/27/2016,45.5,39.17,43.32558,39.98862
Missouri,now-cast,SurveyUSA,7/20/2016,7/24/2016,37.0,47.0,38.5399,49.57266
Iowa,now-cast,RABA Research,9/6/2016,9/8/2016,39.0,40.0,42.18927,44.39255
New Hampshire,now-cast,Rasmussen Reports/Pulse Opinion Research,10/24/2016,10/26/2016,48.0,39.0,48.57657,41.24098
Nevada,now-cast,Rasmussen Reports/Pulse Opinion Research,10/24/2016,10/26/2016,44.0,43.0,44.53536,44.90597
New Mexico,now-cast,Ipsos,10/7/2016,10/27/2016,48.54,39.41,43.98545,37.55151
New York,now-cast,Ipsos,10/21/2016,10/27/2016,51.97,30.28,51.24924,31.24445
Hawaii,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,46.73,27.11,52.09284,35.1602
Arkansas,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,36.72,38.33,42.05739000000001,46.03495
New Hampshire,now-cast,Ipsos,10/7/2016,10/27/2016,44.41,40.21,42.10789000000001,41.01338
Delaware,now-cast,Ipsos,10/7/2016,10/27/2016,47.87,36.17,46.30241,37.16339
Montana,now-cast,Ipsos,10/7/2016,10/27/2016,31.59,47.82,28.48661,47.50037
Florida,now-cast,YouGov,9/7/2016,9/9/2016,44.0,42.0,47.14487,45.36856
New York,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,42.3,30.2,47.74107,36.79659
Idaho,now-cast,Ipsos,10/7/2016,10/27/2016,30.1,53.87,28.01887,54.50031
U.S.,now-cast,IBD/TIPP,10/19/2016,10/24/2016,41.6,40.8,43.56684,42.69873
Vermont,now-cast,SurveyMonkey,10/20/2016,10/28/2016,53.0,25.0,51.6005,26.5938
California,now-cast,YouGov,9/7/2016,9/13/2016,50.0,33.0,53.1784,36.34272
Indiana,now-cast,Monmouth University,8/13/2016,8/16/2016,36.0,47.0,36.94141,50.60198
Florida,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,36.5,44.1,41.93545,50.67244
U.S.,now-cast,George Washington University (Battleground),8/28/2016,9/1/2016,42.0,40.0,44.7988,43.51411
Ohio,now-cast,Ipsos,10/7/2016,10/20/2016,43.41,42.75,41.82139,43.88477
Rhode Island,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,46.65,28.26,52.02857,36.52357
Florida,now-cast,icitizen,8/18/2016,8/24/2016,42.0,37.0,45.99639000000001,43.59629
District of Columbia,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,61.66,11.14,67.03872,19.40557
U.S.,now-cast,Ipsos,10/20/2016,10/24/2016,42.5,37.7,42.56087,39.76606
U.S.,now-cast,USC Dornsife/LA Times,10/29/2016,11/4/2016,42.56,47.96,44.28664000000001,44.67891
North Dakota,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,19.8,46.07,25.16074,54.09173000000001
Oklahoma,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,30.59,40.34,35.92462000000001,48.00737
Montana,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,27.82,38.99,33.1741,46.92168
U.S.,now-cast,CVOTER International,10/26/2016,11/1/2016,48.81,48.14,46.79322,44.555
California,now-cast,Tulchin Research,8/23/2016,8/30/2016,49.0,35.0,50.90631,37.09112
Nevada,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,36.38,33.18,41.72248,40.95402
New Mexico,now-cast,SurveyMonkey,10/20/2016,10/28/2016,43.0,35.0,41.57918,36.36615
West Virginia,now-cast,R.L. Repass & Partners,8/9/2016,8/28/2016,31.0,49.0,32.68015,54.48851
California,now-cast,Ipsos,10/21/2016,10/27/2016,65.14,26.16,64.16924,26.87752
U.S.,now-cast,Zogby Interactive/JZ Analytics,8/12/2016,8/13/2016,38.0,36.0,40.83849,42.7192
Ohio,now-cast,Rasmussen Reports/Pulse Opinion Research,10/26/2016,10/30/2016,48.0,41.0,48.57898,42.2341
Pennsylvania,now-cast,Rasmussen Reports/Pulse Opinion Research,10/26/2016,10/30/2016,44.0,42.0,44.56834,43.18838
North Carolina,now-cast,Rasmussen Reports/Pulse Opinion Research,10/26/2016,10/30/2016,44.0,46.0,44.5597,47.15129
Nevada,now-cast,Rasmussen Reports/Pulse Opinion Research,10/26/2016,10/30/2016,43.0,41.0,43.58001,42.23849000000001
New Hampshire,now-cast,Rasmussen Reports/Pulse Opinion Research,10/26/2016,10/30/2016,46.0,40.0,46.62943,41.45071
New Hampshire,now-cast,SurveyMonkey,10/20/2016,10/28/2016,48.0,36.0,46.60721,37.66543
South Dakota,now-cast,SurveyMonkey,10/20/2016,10/28/2016,30.0,53.0,28.58148,54.39065
Florida,now-cast,Rasmussen Reports/Pulse Opinion Research,10/26/2016,10/30/2016,43.0,48.0,43.57701,49.22565
Mississippi,now-cast,SurveyMonkey,10/20/2016,10/28/2016,42.0,49.0,40.54245,49.97395
U.S.,now-cast,CBS News/New York Times,9/9/2016,9/13/2016,42.0,42.0,44.58007,45.18157
Ohio,now-cast,YouGov,9/7/2016,9/9/2016,46.0,39.0,49.16366,42.39428
U.S.,now-cast,The Times-Picayune/Lucid,10/31/2016,11/2/2016,44.0,39.0,44.4224,41.60745
Wisconsin,now-cast,Public Policy Polling,8/26/2016,8/27/2016,48.0,41.0,47.47911,41.92935
Missouri,now-cast,Ipsos,10/14/2016,10/27/2016,41.67,47.61,40.00256,48.01779000000001
New Hampshire,now-cast,Vox Populi Communications,8/7/2016,8/8/2016,41.0,31.0,45.03951,39.26359
Iowa,now-cast,Suffolk University,8/8/2016,8/10/2016,36.0,37.0,38.44345,41.8015
Nebraska,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,25.43,46.87,30.77628,54.69548
U.S.,now-cast,Ipsos,10/19/2016,10/23/2016,42.5,36.7,42.56508,38.90802
Nevada,now-cast,Rasmussen Reports/Pulse Opinion Research,10/23/2016,10/25/2016,45.0,41.0,45.50016,43.10102
New Hampshire,now-cast,Rasmussen Reports/Pulse Opinion Research,10/23/2016,10/25/2016,45.0,41.0,45.53489,43.4719
Maryland,now-cast,Ipsos,10/14/2016,10/27/2016,53.64,33.56,52.50335,34.47954
Connecticut,now-cast,Ipsos,10/21/2016,11/3/2016,48.95,41.48,47.86213,41.18671
U.S.,now-cast,IBD/TIPP,10/18/2016,10/23/2016,41.2,41.1,43.17106,43.14069
U.S.,now-cast,Gravis Marketing,10/31/2016,10/31/2016,46.0,45.0,46.13498,44.855
West Virginia,now-cast,SurveyMonkey,10/20/2016,10/28/2016,28.0,61.0,26.57747,62.34792
South Carolina,now-cast,Ipsos,10/21/2016,11/3/2016,44.27,49.19,43.75421,49.29948
Missouri,now-cast,Ipsos,10/21/2016,11/3/2016,40.06,48.67,38.84956,48.15672
U.S.,now-cast,"Normington, Petts & Associates",8/9/2016,8/15/2016,45.0,37.0,47.82084,43.58829
Alabama,now-cast,Ipsos,10/21/2016,11/3/2016,38.37,55.07,37.7141,55.02031
Michigan,now-cast,EPIC-MRA,9/10/2016,9/13/2016,38.0,35.0,41.84339,39.4637
Florida,now-cast,"Mason-Dixon Polling & Research, Inc.",8/22/2016,8/24/2016,44.0,42.0,45.14606,45.74222
Arizona,now-cast,Data Orbital,10/11/2016,10/12/2016,43.0,42.0,43.97332,45.10021
Maine,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,36.58,36.27,42.05247,45.15741
Virginia,now-cast,Christopher Newport University,9/27/2016,9/30/2016,42.0,35.0,44.32104,39.82501
New Mexico,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,47.68,23.64,53.02861,31.4972
Kentucky,now-cast,Ipsos,10/21/2016,11/3/2016,36.01,59.44,35.35169000000001,59.48394
Louisiana,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,34.12,44.79,39.44324,52.30305
Texas,now-cast,Ipsos,10/21/2016,10/27/2016,33.95,48.36,32.77303,48.79235
U.S.,now-cast,Pew Research Center,8/16/2016,9/12/2016,45.0,38.0,47.02983,42.27627
