State,Poll Type,Pollster,Start Date,End Date,Clinton,Trump,Clinton Adjusted,Trump Adjusted,Electoral Votes
Maryland,now-cast,Ipsos,9/9/2016,9/22/2016,50.27,33.88,50.32796,34.48856,24
Ohio,now-cast,Quinnipiac University,2/16/2016,2/20/2016,42.0,44.0,41.63287,45.72931,88
Arkansas,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,23.56,40.99,30.983790000000006,50.7745,75
Rhode Island,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,34.17,27.03,42.14767,37.88413,5
Wisconsin,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,39.85,27.23,47.69262,36.81111,72
Tennessee,now-cast,Ipsos,10/14/2016,10/27/2016,35.41,42.95,34.38528,44.0028,95
Kansas,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,41.28,31.0,46.62192,36.5204,105
Virginia,now-cast,Ipsos,8/12/2016,8/25/2016,47.58,36.67,47.43832,38.16871,134
Hawaii,now-cast,YouGov,10/4/2016,11/6/2016,50.3,27.9,51.10589,30.5752,5
North Carolina,now-cast,Remington,10/30/2016,10/30/2016,45.0,47.0,44.97976,46.13937,100
Arkansas,now-cast,SurveyMonkey,11/1/2016,11/7/2016,32.0,56.0,30.54535,55.36176,75
Iowa,now-cast,SurveyMonkey,10/29/2016,11/4/2016,37.0,47.0,35.68125999999999,46.66925,99
Rhode Island,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,40.69,23.1,46.06119,28.6355,5
California,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,47.55,27.38,53.56301,36.21056,58
North Carolina,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,34.4,40.6,39.81813,47.09808,100
New Hampshire,now-cast,GBA Strategies,9/25/2016,9/27/2016,43.0,37.0,44.83801,40.69174,10
Georgia,now-cast,Ipsos,8/19/2016,9/1/2016,41.1,47.01,40.74193,47.79446,159
New Mexico,now-cast,Zia Poll,11/6/2016,11/6/2016,46.0,44.0,45.04927,41.92541,33
Montana,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,32.75,28.94,40.48829,37.72404,56
Georgia,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,31.85,40.74,39.3312,49.46949,159
Nevada,now-cast,Rasmussen Reports/Pulse Opinion Research,7/29/2016,7/31/2016,41.0,40.0,43.80112,44.35028,17
Vermont,now-cast,SurveyMonkey,10/26/2016,11/1/2016,54.0,26.0,52.70478000000001,26.36349,14
District of Columbia,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,47.85,21.78,56.18393,31.72613,1
Alaska,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,28.37,37.74,35.82546,46.45948,29
Michigan,now-cast,Suffolk University,8/22/2016,8/24/2016,43.6,37.2,46.15007,41.44576,83
Delaware,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,41.91,30.38,47.24413,35.89639000000001,3
Mississippi,now-cast,SurveyMonkey,8/9/2016,9/1/2016,43.0,46.0,44.80087,50.78194000000001,82
New Hampshire,now-cast,SurveyMonkey,10/8/2016,10/16/2016,47.0,36.0,45.92749,39.25585,10
Wisconsin,now-cast,Ipsos,9/16/2016,9/29/2016,42.48,42.0,42.43961,42.65332,72
Indiana,now-cast,YouGov,10/4/2016,11/6/2016,36.6,43.8,37.3774,46.0751,92
Virginia,now-cast,Emerson College,10/10/2016,10/12/2016,46.0,43.0,46.41993,44.08542,134
Utah,now-cast,Dan Jones & Associates,9/1/2016,9/9/2016,24.0,39.0,25.65818,41.79232,29
Maryland,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,43.81,25.98,51.4202,34.68266,24
New Jersey,now-cast,Fairleigh Dickinson University (PublicMind),10/12/2016,10/16/2016,49.0,35.0,48.8884,38.04483,21
Indiana,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,35.95,33.04,41.37314,41.36421,92
Pennsylvania,now-cast,Ipsos,10/14/2016,10/20/2016,49.13,38.7,47.82335,39.87164,67
Nebraska,now-cast,Ipsos,10/23/2016,11/6/2016,31.62,53.27,30.49465,52.4265,93
Alaska,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,23.35,41.15,31.25766,50.25136,29
Texas,now-cast,Leland Beatty,6/13/2016,6/14/2016,29.7,36.8,34.88868,44.0823,254
Virginia,now-cast,Ipsos,10/7/2016,10/20/2016,49.04,37.04,47.68677,38.3177,134
Minnesota,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,34.77,28.58,40.22027,35.21608,87
Arkansas,now-cast,Ipsos,9/9/2016,9/29/2016,41.3,49.92,41.14609,50.28026,75
Illinois,now-cast,Ipsos,9/2/2016,9/8/2016,51.65,33.86,51.82844,34.908,102
Indiana,now-cast,SurveyMonkey,10/24/2016,10/30/2016,37.0,49.0,35.63721,49.58589,92
Michigan,now-cast,SurveyMonkey,10/28/2016,11/3/2016,44.0,43.0,42.67249,42.80027000000001,83
Arkansas,now-cast,Ipsos,10/17/2016,11/6/2016,38.14,53.35,37.16685,53.2858,75
Missouri,now-cast,SurveyUSA,7/20/2016,7/24/2016,37.0,47.0,38.5399,49.57266,115
North Carolina,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,32.56,41.32,39.69085,49.57255,100
Louisiana,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,31.23,45.71,37.76822,54.01714000000001,64
Minnesota,now-cast,SurveyUSA,9/16/2016,9/20/2016,46.0,39.0,47.19508,40.80397,87
Maryland,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,48.15,26.0,53.48563000000001,33.68116,24
Minnesota,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,36.85,24.96,44.59371,34.86186,87
Minnesota,now-cast,Ipsos,9/23/2016,10/6/2016,42.03,37.57,40.75905,37.9097,87
New York,now-cast,SurveyMonkey,10/29/2016,11/4/2016,58.0,32.0,56.66786999999999,31.65166,62
Maryland,now-cast,SurveyMonkey,10/17/2016,10/25/2016,61.0,27.0,59.55356999999999,28.66452,24
Connecticut,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,39.0,31.8,46.76567,40.61979,8
Kansas,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,42.95,30.92,50.31181,39.50478,105
Virginia,now-cast,Ipsos,8/19/2016,9/1/2016,50.06,36.87,50.0097,38.0808,134
Ohio,now-cast,YouGov,11/2/2016,11/4/2016,45.0,46.0,44.87926,45.07765,88
Rhode Island,now-cast,SurveyMonkey,10/27/2016,11/2/2016,48.0,38.0,46.73074,38.14822,5
Washington,now-cast,Ipsos,9/2/2016,9/15/2016,46.81,36.92,46.80937,37.73839,39
South Dakota,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,29.11,31.07,36.50235,39.6987,66
Iowa,now-cast,Ipsos,8/12/2016,9/1/2016,41.18,44.18,40.91438,45.56207,99
Oregon,now-cast,SurveyMonkey,10/24/2016,10/30/2016,51.0,36.0,49.66737,36.74142,36
Georgia,now-cast,Emerson College,9/9/2016,9/13/2016,39.0,45.0,41.14841,45.80854,159
Washington,now-cast,Insights West,11/4/2016,11/6/2016,51.0,36.0,51.47499000000001,36.40573,39
Delaware,now-cast,Ipsos,9/9/2016,9/29/2016,43.16,35.28,42.93349,35.57879000000001,3
District of Columbia,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,44.16,24.78,52.13966,35.63797,1
New Hampshire,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,29.52,38.1,34.89425,46.30491,10
Texas,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,34.09,37.44,41.75522,46.7457,254
Minnesota,now-cast,Ipsos,10/7/2016,10/20/2016,44.14,32.36,42.06293,33.14476,87
District of Columbia,now-cast,SurveyMonkey,10/28/2016,11/3/2016,85.0,5.0,83.73048,4.9050449999999985,1
Maryland,now-cast,SurveyMonkey,10/27/2016,11/2/2016,63.0,26.0,61.65936,25.96933,24
New Mexico,now-cast,SurveyUSA,9/28/2016,10/2/2016,46.0,33.0,46.29602,34.91012,33
Florida,now-cast,Quinnipiac University,9/27/2016,10/2/2016,46.0,41.0,47.80369,43.11694,67
California,now-cast,SurveyUSA,5/19/2016,5/22/2016,52.0,38.0,51.04421,38.54809,58
Pennsylvania,now-cast,Remington,10/20/2016,10/22/2016,45.0,42.0,44.88362,42.85098,67
District of Columbia,now-cast,SurveyMonkey,10/27/2016,11/2/2016,87.0,5.0,85.73098,5.148833,1
Oregon,now-cast,"Davis, Hibbitts & Midghall, Inc.",10/25/2016,10/29/2016,41.0,34.0,42.85667,36.6034,36
Pennsylvania,now-cast,Quinnipiac University,6/30/2016,7/11/2016,34.0,40.0,38.5665,45.06923,67
West Virginia,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,34.34,38.67,41.89376,48.70549000000001,55
North Carolina,now-cast,SurveyUSA,9/29/2016,10/3/2016,46.0,44.0,46.02473,45.5778,100
Mississippi,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,25.49,52.31,32.44388,60.30799,82
Kansas,now-cast,Fort Hays State University,9/1/2016,10/13/2016,39.0,47.0,42.43925,49.07683,105
North Carolina,now-cast,Emerson College,10/10/2016,10/12/2016,46.0,42.0,46.39911,42.95122,100
Ohio,now-cast,YouGov,9/7/2016,9/9/2016,46.0,39.0,49.16366,42.39428,88
Hawaii,now-cast,SurveyMonkey,11/1/2016,11/7/2016,52.0,28.0,50.5699,27.37441,5
Florida,now-cast,YouGov,6/21/2016,6/24/2016,44.0,41.0,47.50931,45.29226,67
Mississippi,now-cast,SurveyMonkey,11/1/2016,11/7/2016,42.0,50.0,40.52377,49.35063,82
Florida,now-cast,YouGov,8/10/2016,8/12/2016,45.0,40.0,47.89489,44.33909,67
Arizona,now-cast,Emerson College,10/2/2016,10/4/2016,44.0,42.0,45.14904,43.21863,15
Vermont,now-cast,Castleton University,7/11/2016,7/23/2016,39.0,17.0,44.36967,23.4026,14
Oregon,now-cast,Clout Research/Wenzel Strategies,7/9/2016,7/13/2016,43.1,39.7,46.81535,42.67229,36
Tennessee,now-cast,Ipsos,9/30/2016,10/13/2016,34.58,47.28,33.67812,48.66798,95
Idaho,now-cast,SurveyMonkey,10/26/2016,11/1/2016,32.0,47.0,30.67476,47.26207,44
Georgia,now-cast,SurveyMonkey,10/8/2016,10/16/2016,45.0,41.0,43.78962,43.24749,159
Hawaii,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,47.31,27.69,55.40346,37.29303,5
Wisconsin,now-cast,Marquette University,7/7/2016,7/10/2016,43.0,37.0,46.07585,41.60348,72
Indiana,now-cast,Ipsos,9/16/2016,9/29/2016,35.88,53.16,34.6148,52.52246,92
Virginia,now-cast,Public Policy Polling,9/9/2016,9/11/2016,45.0,39.0,46.74667,41.55426,134
Kansas,now-cast,Ipsos,8/12/2016,9/1/2016,37.02,52.45,35.9157,52.95221,105
Arizona,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,38.76,32.92,45.50096,41.65318,15
Colorado,now-cast,SurveyMonkey,10/24/2016,10/30/2016,44.0,39.0,42.66392000000001,39.72362,64
Alaska,now-cast,Craciun Research,10/21/2016,10/26/2016,47.0,43.0,44.80732,44.78874,29
Colorado,now-cast,Monmouth University,9/29/2016,10/2/2016,49.0,38.0,49.20367,40.79226,64
Texas,now-cast,Ipsos,9/2/2016,9/8/2016,30.91,48.29,30.83887,49.06989,254
Wisconsin,now-cast,McLaughlin & Associates,10/18/2016,10/20/2016,48.0,43.0,47.90447,44.92164,72
Iowa,now-cast,Quinnipiac University,8/9/2016,8/16/2016,41.0,39.0,43.73652,42.65929000000001,99
New Mexico,now-cast,SurveyMonkey,10/8/2016,10/16/2016,41.0,33.0,39.85931,35.75717,33
North Carolina,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,31.28,41.89,37.87337,50.31305,100
Pennsylvania,now-cast,Franklin & Marshall College,8/25/2016,8/29/2016,45.0,40.0,46.95648,45.43588,67
Nevada,now-cast,Rasmussen Reports/Pulse Opinion Research,10/31/2016,11/2/2016,44.0,43.0,44.5928,43.45452,17
Louisiana,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,34.12,44.79,39.44324,52.30305,64
Arizona,now-cast,Insights West,11/4/2016,11/6/2016,45.0,47.0,45.46955,47.40298,15
Pennsylvania,now-cast,Gravis Marketing,10/31/2016,10/31/2016,47.0,46.0,47.12312,45.83356,67
Michigan,now-cast,Ipsos,8/12/2016,8/25/2016,43.25,43.78,42.67587,44.92712,83
Iowa,now-cast,Public Policy Polling,1/8/2016,1/10/2016,42.0,42.0,40.23094,42.2379,99
Texas,now-cast,SurveyMonkey,10/29/2016,11/4/2016,42.0,47.0,40.65618,46.63631,254
Indiana,now-cast,Public Opinion Strategies,4/18/2016,4/21/2016,39.0,47.0,36.86539000000001,48.74985,92
Illinois,now-cast,Marist College,3/4/2016,3/10/2016,57.0,32.0,54.98631,35.63907000000001,102
Texas,now-cast,Crosswind Media & Public Relations,10/22/2016,10/24/2016,38.0,45.0,38.00551,46.964,254
Ohio,now-cast,CNN/Opinion Research Corp.,9/7/2016,9/12/2016,41.0,46.0,42.46035,46.92359,88
Montana,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,38.19,34.88,43.64238,43.53805,56
Minnesota,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,37.89,28.42,44.66759,37.23015,87
Michigan,now-cast,Michigan State University,9/1/2016,10/30/2016,47.0,28.0,47.54474,33.76388,83
Indiana,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,36.46,33.82,41.88685,40.35554000000001,92
Wisconsin,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,42.22,24.49,49.88558,33.17915,72
Wisconsin,now-cast,SurveyMonkey,10/25/2016,10/31/2016,44.0,42.0,42.66229000000001,42.47482,72
Idaho,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,30.38,34.5,35.72322,40.02108,44
Colorado,now-cast,YouGov,10/4/2016,11/6/2016,42.1,36.9,42.89523,39.42554000000001,64
South Dakota,now-cast,Ipsos,10/23/2016,11/6/2016,29.45,52.16,27.53571,50.53867,66
California,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,43.63,25.43,51.14891,35.39818,58
Pennsylvania,now-cast,Gravis Marketing,6/27/2016,6/28/2016,49.5,48.0,50.02694,49.42365,67
Georgia,now-cast,Trafalgar Group,11/6/2016,11/6/2016,45.11,51.58,44.74571,48.65303,159
New Jersey,now-cast,Ipsos,10/27/2016,11/2/2016,46.94,37.7,46.88274000000001,37.92671,21
Georgia,now-cast,Lake Research Partners,3/31/2016,4/3/2016,50.0,37.0,48.40129,40.04795,159
District of Columbia,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,38.8,32.39,47.0442,41.94245,1
Iowa,now-cast,Marist College,7/5/2016,7/10/2016,37.0,37.0,40.00531,43.79368,99
Louisiana,now-cast,SurveyMonkey,10/27/2016,11/2/2016,37.0,51.0,35.63876,50.91769,64
Maine,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,35.99,32.25,43.97819000000001,42.57644000000001,16
Connecticut,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,41.81,26.44,49.7209,35.5457,8
New Hampshire,now-cast,University of New Hampshire,10/29/2016,11/1/2016,47.0,38.0,47.00803,39.71378,10
Nebraska,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,29.11,41.65,36.73918,50.29164,93
Alaska,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,31.73,28.39,39.40207,38.65396,29
Connecticut,now-cast,SurveyMonkey,10/29/2016,11/4/2016,51.0,37.0,49.68726,36.67713,8
Colorado,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,40.6,28.49,48.31507,37.24375,64
Michigan,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,38.94,32.42,44.28378,40.21174,83
Utah,now-cast,Ipsos,8/5/2016,8/25/2016,33.67,38.53,33.17161,40.04859,29
Hawaii,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,62.08,16.96,68.97137,26.00923,5
Delaware,now-cast,SurveyMonkey,10/20/2016,10/28/2016,52.0,36.0,50.56993,37.26741,3
New York,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,39.08,27.65,46.73933,37.4053,62
Pennsylvania,now-cast,Gravis Marketing,11/1/2016,11/2/2016,47.0,45.0,47.10618,44.56887,67
New Mexico,now-cast,Gravis Marketing,11/1/2016,11/2/2016,45.0,37.0,45.12741,36.58792,33
Michigan,now-cast,Mitchell Research & Communications,9/6/2016,9/7/2016,45.0,39.0,46.02076,41.29554,83
Louisiana,now-cast,Ipsos,10/7/2016,10/27/2016,34.0,52.56,33.11764,53.96846,64
Utah,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,27.93,24.07,35.59189,32.75433,29
Oklahoma,now-cast,Ipsos,8/12/2016,9/1/2016,36.51,48.41,35.24646,48.61824,77
Virginia,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,40.76,28.22,46.37269000000001,36.89103,134
Minnesota,now-cast,SurveyUSA,10/22/2016,10/26/2016,49.0,39.0,47.89844,39.66408,87
New Jersey,now-cast,SurveyMonkey,10/26/2016,11/1/2016,55.0,36.0,53.67078000000001,36.24863,21
New Hampshire,now-cast,University of New Hampshire,10/30/2016,11/2/2016,47.0,40.0,47.00186,41.5382,10
Idaho,now-cast,Ipsos,9/23/2016,10/13/2016,31.26,54.18,29.71353,54.66484000000001,44
Texas,now-cast,Ipsos,8/26/2016,9/1/2016,31.95,48.89,31.858970000000006,49.92876,254
Virginia,now-cast,Christopher Newport University,9/27/2016,9/30/2016,42.0,35.0,44.32104,39.82501,134
New Hampshire,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,47.86,23.29,53.57361,32.69912,10
Connecticut,now-cast,SurveyMonkey,10/17/2016,10/25/2016,50.0,36.0,48.5745,37.95852,8
Kentucky,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,29.49,41.89,35.10733,50.59499,120
Alabama,now-cast,SurveyMonkey,10/18/2016,10/26/2016,36.0,52.0,34.533190000000005,53.30648000000001,67
California,now-cast,Ipsos,10/31/2016,11/6/2016,58.85,31.74,58.38075,31.01818,58
Pennsylvania,now-cast,Ipsos,8/19/2016,8/25/2016,49.83,43.29,49.74437,44.67972,67
Ohio,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,28.93,34.5,36.66719000000001,43.91743,88
Wisconsin,now-cast,Loras College,10/31/2016,11/1/2016,43.9,37.9,44.76474,39.1113,72
Colorado,now-cast,Gravis Marketing,11/1/2016,11/2/2016,40.0,40.0,40.13337,39.59326,64
Kentucky,now-cast,Ipsos,7/29/2016,8/18/2016,41.02,47.01,40.95626,48.94531,120
Missouri,now-cast,Public Policy Polling,10/31/2016,11/1/2016,37.0,50.0,36.56897,49.62803,115
South Carolina,now-cast,Ipsos,9/2/2016,9/22/2016,42.92,49.66,42.99617,50.29801,46
North Carolina,now-cast,Quinnipiac University,10/27/2016,11/1/2016,47.0,44.0,47.54619,43.58202,100
Arizona,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,34.87,34.6,42.70803,43.83859,15
Illinois,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,36.79,30.29,44.05159,38.73061,102
Louisiana,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,27.03,46.2,34.26351,55.61704,64
New Jersey,now-cast,Fairleigh Dickinson University (PublicMind),6/22/2016,6/26/2016,44.0,32.0,47.85974,38.19277,21
Illinois,now-cast,Ipsos,8/26/2016,9/1/2016,49.97,36.68,50.12864,37.9921,102
Florida,now-cast,Opinion Savvy/InsiderAdvantage,8/10/2016,8/10/2016,45.2,44.3,46.6108,48.15604,67
Alaska,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,29.51,37.98,37.33603,48.02482,29
District of Columbia,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,65.81,7.06,71.30013000000002,16.14895,1
Illinois,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,42.41,25.35,49.09828,33.97247,102
Iowa,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,40.4,33.02,48.17659,42.97895,99
Nevada,now-cast,Emerson College,10/26/2016,10/27/2016,44.0,42.0,44.18103,41.20461,17
Michigan,now-cast,Ipsos,10/7/2016,10/13/2016,43.78,37.33,41.99922,38.16862,83
Colorado,now-cast,Franklin & Marshall College,9/14/2016,9/18/2016,41.0,34.0,43.0607,38.96081,64
Arizona,now-cast,Arizona State University,10/10/2016,10/15/2016,43.4,37.8,43.66778,42.47806,15
Oregon,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,43.67,24.5,49.33158,33.52863,36
Illinois,now-cast,SurveyMonkey,10/27/2016,11/2/2016,53.0,36.0,51.66673,35.9878,102
Utah,now-cast,Ipsos,8/26/2016,9/15/2016,28.65,47.72,28.38212,48.37341,29
Montana,now-cast,Ipsos,10/20/2016,11/3/2016,33.5,51.55,30.88467,49.95023,56
Georgia,now-cast,Quinnipiac University,9/13/2016,9/21/2016,40.0,47.0,42.4077,48.69294,159
New York,now-cast,Ipsos,10/27/2016,11/2/2016,53.13,37.14,52.82015,37.10674,62
West Virginia,now-cast,Ipsos,10/7/2016,10/27/2016,36.53,55.79,35.04784,56.97898000000001,55
Rhode Island,now-cast,SurveyMonkey,10/28/2016,11/3/2016,49.0,38.0,47.73024,37.9046,5
New Hampshire,now-cast,Marist College,10/20/2016,10/24/2016,45.0,36.0,43.58333,38.97304000000001,10
Virginia,now-cast,SurveyMonkey,8/9/2016,9/1/2016,43.0,36.0,45.10699,41.30518,134
Delaware,now-cast,SurveyMonkey,10/24/2016,10/30/2016,51.0,38.0,49.64507,38.62643,3
Illinois,now-cast,Ipsos,9/30/2016,10/6/2016,57.49,31.29,56.7558,32.47121,102
North Carolina,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,35.03,40.65,40.35378,46.16106,100
Ohio,now-cast,Rasmussen Reports/Pulse Opinion Research,11/2/2016,11/6/2016,44.0,43.0,44.47731,43.17043,88
Maine,now-cast,SurveyMonkey,10/24/2016,10/30/2016,50.0,38.0,48.68658,38.84047,16
Wisconsin,now-cast,Ipsos,10/21/2016,11/2/2016,47.48,38.96,46.57795,39.04024,72
New York,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,47.36,27.7,52.99361,36.52403,62
Ohio,now-cast,Rasmussen Reports/Pulse Opinion Research,10/20/2016,10/26/2016,41.0,44.0,41.48259,46.26956,88
Oregon,now-cast,Ipsos,9/30/2016,10/13/2016,46.96,37.05,45.43089000000001,38.06618,36
Arizona,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,39.71,35.6,45.05597,43.42142,15
Virginia,now-cast,Roanoke College,9/11/2016,9/20/2016,44.0,37.0,45.9892,41.56252,134
Iowa,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,37.55,30.16,43.00385,36.81145,99
Maine CD-2,now-cast,Emerson College,10/28/2016,10/30/2016,43.6,42.2,43.82511,41.08253,
Nebraska,now-cast,SurveyMonkey,10/28/2016,11/3/2016,35.0,51.0,33.67662,50.80773,93
Minnesota,now-cast,Gravis Marketing,9/23/2016,9/23/2016,43.0,43.0,43.82193,43.56542,87
Montana,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,34.62,34.96,39.96759,40.48333,56
North Carolina,now-cast,YouGov,10/4/2016,11/6/2016,43.5,41.3,44.27165,43.49443,100
New Hampshire,now-cast,Ipsos,9/30/2016,10/20/2016,45.11,39.21,42.96293,40.16891,10
Minnesota,now-cast,Ipsos,10/21/2016,11/3/2016,42.41,36.96,40.87531,36.18921,87
Nevada,now-cast,Public Policy Polling,10/10/2016,10/11/2016,47.0,43.0,44.70022,43.5189,17
Colorado,now-cast,Gravis Marketing,10/3/2016,10/4/2016,40.0,40.0,41.01983,42.85839,64
Ohio,now-cast,SurveyMonkey,10/17/2016,10/25/2016,40.0,45.0,38.55991,46.75354,88
Oregon,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,47.73,23.55,53.18328,32.21829,36
Oklahoma,now-cast,Ipsos,9/30/2016,10/20/2016,36.08,51.27,33.67663,51.33955,77
Pennsylvania,now-cast,SurveyMonkey,10/27/2016,11/2/2016,47.0,42.0,45.65827,41.96659,67
Arizona,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,38.24,35.87,44.26033,44.73003,15
Nebraska,now-cast,Ipsos,9/9/2016,9/29/2016,32.71,51.19,32.34444000000001,51.37436,93
New York,now-cast,Emerson College,3/14/2016,3/16/2016,55.0,36.0,53.45256,35.75996,62
Florida,now-cast,YouGov,10/4/2016,11/6/2016,44.0,42.9,44.78306,45.25459,67
West Virginia,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,25.29,51.55,30.63079,57.06981999999999,55
Georgia,now-cast,Marist College,10/30/2016,11/1/2016,44.0,45.0,42.63222,45.65755,159
Connecticut,now-cast,Ipsos,10/24/2016,11/6/2016,49.76,39.7,48.82711,38.85659,8
Mississippi,now-cast,Ipsos,9/9/2016,9/29/2016,38.2,49.22,38.65174,50.09592,82
Kansas,now-cast,SurveyUSA,9/6/2016,9/11/2016,36.0,48.0,37.34004,50.13144000000001,105
Utah,now-cast,Google Consumer Surveys,10/9/2016,10/9/2016,22.8,22.6,29.44325,33.08569,29
Ohio,now-cast,CNN/Opinion Research Corp.,3/2/2016,3/6/2016,50.0,43.0,48.17091,43.62661,88
Illinois,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,39.01,29.4,46.55268,37.92874000000001,102
Massachusetts,now-cast,SurveyMonkey,10/25/2016,10/31/2016,58.0,29.0,56.7063,29.66382,14
Utah,now-cast,Ipsos,10/17/2016,11/6/2016,32.9,39.66,31.60908,39.34967,29
Maryland,now-cast,Marist College,4/5/2016,4/9/2016,63.0,27.0,61.27786,30.8975,24
Michigan,now-cast,Ipsos,8/26/2016,9/8/2016,42.74,41.32,42.30287,41.88945,83
Colorado,now-cast,Gravis Marketing,10/12/2016,10/13/2016,44.0,39.0,44.28426,41.85287,64
Florida,now-cast,CNN/Opinion Research Corp.,9/7/2016,9/12/2016,44.0,47.0,45.44174,47.89864,67
Florida,now-cast,Global Strategy Group,9/6/2016,9/11/2016,46.0,43.0,46.56577,44.48283,67
Georgia,now-cast,YouGov,10/4/2016,11/6/2016,40.5,45.4,41.26447,47.49355,159
