State,Poll Type,Clinton,Trump,Clinton Adjusted,Trump Adjusted
Virginia,now-cast,44.0,38.0,46.37057,41.387
Iowa,now-cast,41.39,43.91,41.22131,44.98979
North Carolina,now-cast,40.0,41.0,42.00803,46.13603
Pennsylvania,now-cast,41.0,38.0,43.08788,43.27251
Nevada,now-cast,43.35,40.55,43.00318,41.37525
Ohio,now-cast,46.34,42.88,46.11437,43.18637
Alaska,now-cast,30.84,29.36,38.78653,39.10241
Idaho,now-cast,24.67,35.73,32.56256,45.04639
Indiana,now-cast,36.14,33.29,43.33973,41.64164
Nevada,now-cast,38.0,43.0,41.19553,47.22902
New Mexico,now-cast,42.32,28.46,50.12118,37.41864
Massachusetts,now-cast,50.03,23.57,58.08984,32.773740000000004
Indiana,now-cast,32.07,55.94,30.92965,55.74752
New Mexico,now-cast,38.01,47.6,34.94692,45.7563
Connecticut,now-cast,45.75,40.14,45.70881,41.37571
Georgia,now-cast,39.99,47.77,39.6628,48.08127
Maryland,now-cast,43.47,26.86,50.9509,35.30811
Oregon,now-cast,40.19,28.11,47.93644000000001,36.90468
Vermont,now-cast,50.15,18.1,58.27954,28.12653
South Carolina,now-cast,38.0,45.0,39.91607,49.97884000000001
Louisiana,now-cast,26.43,45.38,33.85781,53.8382
Wisconsin,now-cast,40.71,27.62,48.07993,36.21646
New Jersey,now-cast,48.91,33.46,49.66814,34.985859999999995
Kansas,now-cast,37.26,28.56,45.05548,37.51101
Oklahoma,now-cast,33.33,52.43,32.151709999999994,52.36312
West Virginia,now-cast,37.84,54.98,37.73473,56.46961
Maryland,now-cast,53.93,29.58,54.03125,30.63316
Maryland,now-cast,52.18,32.11,52.1836,33.59545
Michigan,now-cast,37.28,29.9,44.58727,38.40633
Washington,now-cast,45.05,37.02,45.06541,38.13007
Georgia,now-cast,44.2,45.5,45.63765,48.62222
Missouri,now-cast,42.0,44.0,43.92909,46.83338
Montana,now-cast,29.85,32.2,37.81114,41.61424
Tennessee,now-cast,27.91,48.53,28.14577,49.72838
South Dakota,now-cast,35.35,34.63,43.25976,43.97094
New Hampshire,now-cast,32.92,22.15,41.14111,32.31868
Florida,now-cast,45.0,42.0,46.33254,45.84514
Maryland,now-cast,63.0,27.0,61.27786,30.8975
Michigan,now-cast,39.0,38.0,41.21455,43.48902
North Dakota,now-cast,21.39,48.83,29.40956,58.68579
Louisiana,now-cast,33.24,59.91,33.50489,61.19855
Rhode Island,now-cast,44.22,18.48,52.37044,29.08823
New Jersey,now-cast,37.55,35.87,44.8982,44.4352
Alabama,now-cast,42.33,50.6,42.22292,51.48626
Illinois,now-cast,51.65,33.86,51.82844,34.908
Pennsylvania,now-cast,35.11,35.75,42.30906,44.10067
Arkansas,now-cast,33.78,40.6,41.48798,49.65305
Georgia,now-cast,30.02,44.88,37.31667,53.08765
Arizona,now-cast,46.5,42.2,45.87049,44.21188
South Dakota,now-cast,27.93,38.56,35.79985999999999,48.18339
Georgia,now-cast,39.0,40.0,40.9072,44.96368
Pennsylvania,now-cast,46.11,43.81,46.09586,44.41397
Colorado,now-cast,40.5,43.29,39.66087,43.51546
Kentucky,now-cast,32.16,43.82,39.80578,52.57035
Mississippi,now-cast,30.33,58.52,30.71102,60.17878
Minnesota,now-cast,41.56,31.31,41.00372,31.8025
Virginia,now-cast,36.26,36.84,43.75027,45.30035
Delaware,now-cast,34.1,31.69,41.81232,41.06881
Kentucky,now-cast,37.01,53.27,37.15436,54.55228
Connecticut,now-cast,41.81,26.44,49.7209,35.5457
Vermont,now-cast,42.83,11.42,50.83111,21.76888
Nebraska,now-cast,27.38,40.91,35.22255999999999,50.15506
Arizona,now-cast,39.48,46.11,39.24437,46.63611
New York,now-cast,51.83,30.11,52.31528,31.48967
Ohio,now-cast,31.94,35.09,39.22314,43.56162
Wyoming,now-cast,26.27,41.75,34.016459999999995,51.65663
Tennessee,now-cast,23.92,49.08,31.553690000000003,57.81415
Minnesota,now-cast,37.2,26.85,44.88225,35.56091
Oklahoma,now-cast,28.0,48.0,31.02733,53.98128000000001
Texas,now-cast,29.93,42.1,37.1539,50.4864
Colorado,now-cast,40.6,28.49,48.31507,37.24375
Maryland,now-cast,43.81,25.98,51.4202,34.68266
Arizona,now-cast,37.46,32.1,45.08501,40.73619
Massachusetts,now-cast,53.47,29.86,53.66486,31.28532
North Carolina,now-cast,32.31,39.54,39.70438,47.87518
Oklahoma,now-cast,29.34,44.56,37.00602,53.55317
Wisconsin,now-cast,38.43,39.67,38.5478,40.82857
Iowa,now-cast,30.38,35.27,38.23669,44.30304
South Carolina,now-cast,30.53,39.13,37.95473,47.58406
California,now-cast,62.5,24.22,62.70033000000001,25.08312
Hawaii,now-cast,42.98,22.49,50.90586,32.70819
Alabama,now-cast,19.02,56.78,26.38999,65.16069
Florida,now-cast,49.0,38.0,50.71523,42.71563
Wisconsin,now-cast,47.0,39.0,47.72614,41.5686
Ohio,now-cast,47.21,43.52,47.00442,43.96478
California,now-cast,49.0,28.0,51.22424,33.50558
Idaho,now-cast,27.92,58.08,27.24833,59.0282
South Carolina,now-cast,45.14,48.14,45.14579000000001,49.50286
Arkansas,now-cast,42.2,47.62,41.99094,48.91015
Nevada,now-cast,34.75,33.81,42.5351,42.97307
Missouri,now-cast,33.26,31.81,40.76075,40.28402
New Hampshire,now-cast,43.58,44.52,43.00586,45.80997
Illinois,now-cast,36.79,30.29,44.05159,38.73061
Maine,now-cast,35.99,32.25,43.97819000000001,42.57644000000001
Washington,now-cast,36.97,28.2,44.74758,37.03533
Colorado,now-cast,44.57,38.55,43.62094,39.24915
Massachusetts,now-cast,42.9,28.07,51.12153,37.59206
West Virginia,now-cast,19.6,48.64,27.41525,58.1786
New York,now-cast,42.53,29.4,49.842,37.91313
Alaska,now-cast,29.51,37.98,37.33603,48.02482
Indiana,now-cast,31.89,32.25,39.36251,40.68716
Michigan,now-cast,34.85,33.58,42.4445,42.17639000000001
Florida,now-cast,42.0,40.0,44.16811,45.40965
Maine,now-cast,42.22,41.65,41.68265,42.90707
Maryland,now-cast,61.0,28.0,59.79333000000001,30.01943
Mississippi,now-cast,26.97,53.12,34.339220000000005,61.68971
New Jersey,now-cast,47.4,36.24,48.12854,38.32191
Louisiana,now-cast,23.88,50.15,31.37371,58.89734
Texas,now-cast,30.91,48.29,30.83887,49.06989
Florida,now-cast,34.29,41.33,41.55761,49.77927
New Hampshire,now-cast,45.34,28.86,53.4287,39.361
Kansas,now-cast,37.02,52.45,35.9157,52.95221
Pennsylvania,now-cast,44.0,44.0,43.42612,45.49346
Wisconsin,now-cast,42.22,24.49,49.88558,33.17915
Florida,now-cast,46.33,49.84,46.94496,51.09936
Michigan,now-cast,43.63,43.84,43.1819,44.14219
Kansas,now-cast,36.4,33.94,44.27212,43.22723
District of Columbia,now-cast,54.01,22.16,62.16255,32.77189
New Mexico,now-cast,27.25,29.96,35.12798,39.25559000000001
West Virginia,now-cast,39.49,46.86,39.26945,48.63732
Iowa,now-cast,41.18,44.18,40.91438,45.56207
Mississippi,now-cast,36.54,53.49,36.83183,55.38975
California,now-cast,45.47,30.35,52.78555,38.86824
Oregon,now-cast,42.32,29.77,50.21059,38.84848
Georgia,now-cast,37.89,48.39,37.56554000000001,48.92881
Oregon,now-cast,46.76,35.01,46.53601,36.05226
Idaho,now-cast,25.17,35.94,33.02291,45.53707
Nebraska,now-cast,37.84,44.65,37.42548,45.82267
Oklahoma,now-cast,36.51,48.41,35.24646,48.61824
Massachusetts,now-cast,55.0,31.0,54.52983,33.297740000000005
California,now-cast,59.58,32.19,59.81933000000001,33.32546
North Carolina,now-cast,36.0,39.0,38.6576,43.45545
North Dakota,now-cast,20.62,41.81,28.5159,51.97616
Colorado,now-cast,39.0,38.0,41.68102,41.86479
Nevada,now-cast,42.89,34.94,42.45277,36.05238
New York,now-cast,53.0,37.0,52.82766,39.07306
New Jersey,now-cast,35.6,36.19,43.24093,44.84698
Alabama,now-cast,39.39,51.54,39.20774,52.67799
West Virginia,now-cast,38.93,48.45,38.69342,50.32795
Idaho,now-cast,29.2,49.24,28.411,50.47959
Indiana,now-cast,32.08,55.66,30.90183,55.73204000000001
Louisiana,now-cast,36.85,56.69,37.03713,58.23627
Missouri,now-cast,35.46,50.78,35.01212,51.59963
Tennessee,now-cast,31.48,49.44,31.67721,50.90619
New Mexico,now-cast,41.0,33.0,42.72651,36.70234
Kentucky,now-cast,29.48,40.03,37.19804,49.0974
Arizona,now-cast,38.0,40.0,40.35503,44.6039
Rhode Island,now-cast,34.17,27.03,42.14767,37.88413
Delaware,now-cast,35.71,23.01,43.31199,32.66572
Mississippi,now-cast,38.33,51.86,38.61782,53.85132
West Virginia,now-cast,25.72,47.13,33.42044,56.95671
Pennsylvania,now-cast,34.81,36.05,42.28175,44.48617
Ohio,now-cast,33.76,32.71,41.32713,41.27066
Connecticut,now-cast,47.04,39.13,46.89947,40.67362
Nevada,now-cast,41.0,44.0,43.48025,47.53561
Mississippi,now-cast,25.24,47.98,32.57719,56.77644
Kentucky,now-cast,41.76,46.34,41.81686,47.90265
Washington,now-cast,43.87,24.3,51.79347,33.42256
Pennsylvania,now-cast,49.12,44.29,49.13982,45.14862
Arkansas,now-cast,31.74,42.42,39.41102,51.7347
Connecticut,now-cast,38.56,26.41,46.5509,35.8667
Maine,now-cast,45.25,17.56,53.07482,28.11895
Arizona,now-cast,39.57,45.89,39.34618,46.68743
Colorado,now-cast,36.23,28.93,44.08747,37.9641
Georgia,now-cast,31.01,39.72,38.42565,48.1619
Idaho,now-cast,30.39,44.22,29.58402,45.56093
Arkansas,now-cast,39.49,47.65,39.17353,49.21376
New York,now-cast,55.0,35.0,53.90486,37.49064
Pennsylvania,now-cast,43.0,35.0,45.69093,41.34943
Maine,now-cast,38.78,39.83,38.11095,41.40418
North Carolina,now-cast,32.64,37.88,40.15883,46.4602
New Hampshire,now-cast,33.7,47.86,32.98843,49.47736
North Dakota,now-cast,22.03,43.01,29.76788,53.40105
South Dakota,now-cast,33.23,25.56,40.98269000000001,35.47745
Montana,now-cast,32.36,33.33,40.28049,43.03199
Arizona,now-cast,33.95,34.56,41.71236,43.46662
Oklahoma,now-cast,28.72,37.06,36.34966,46.3105
South Carolina,now-cast,45.82,45.72,45.73008,47.33552
Florida,now-cast,48.5,48.5,49.67081,50.61506
Texas,now-cast,28.94,42.35,36.43993,50.82294
Minnesota,now-cast,41.97,32.95,41.37086,33.72953
Washington,now-cast,45.38,35.41,45.35028,36.81733
Ohio,now-cast,47.39,45.5,47.22202,46.2122
Kansas,now-cast,37.35,47.97,36.12946,48.76162
Illinois,now-cast,39.01,29.4,46.55268,37.92874000000001
Missouri,now-cast,34.37,33.32,42.00116,42.05076
Maryland,now-cast,46.95,23.56,54.63142,32.57516
Virginia,now-cast,37.17,31.32,44.7901,40.03593
Iowa,now-cast,36.29,30.31,44.22511,39.6871
Indiana,now-cast,30.92,31.52,38.52134,40.21079
Tennessee,now-cast,30.55,43.66,38.2556,52.70965
Wisconsin,now-cast,49.0,35.0,48.28676,36.66839
Nebraska,now-cast,45.02,41.5,44.49084000000001,42.95924
Wyoming,now-cast,21.98,40.77,29.57711,50.88921
North Carolina,now-cast,45.98,44.7,46.01646,45.64675
Alaska,now-cast,31.73,28.39,39.40207,38.65396
Oklahoma,now-cast,31.99,54.42,30.62132,54.8978
Michigan,now-cast,34.61,31.05,42.34016,39.91345
Nevada,now-cast,40.86,38.78,40.31121,40.17342
South Carolina,now-cast,30.31,40.17,37.80054000000001,48.91281
Florida,now-cast,30.25,43.12,37.79951,51.65765
Louisiana,now-cast,23.53,49.56,30.98987,58.5469
Hawaii,now-cast,53.27,22.95,61.03611,33.39557
South Dakota,now-cast,24.68,34.67,32.28298,44.80054000000001
Iowa,now-cast,43.05,39.52,42.66476,41.19756
Illinois,now-cast,49.97,36.68,50.12864,37.9921
Wisconsin,now-cast,37.55,38.16,37.62535,39.60381
Nebraska,now-cast,34.72,49.39,34.175090000000004,50.94965
Oregon,now-cast,38.78,28.36,46.75,37.78688
Massachusetts,now-cast,47.92,31.85,48.06295,33.60286
Nevada,now-cast,34.38,33.9,42.12701,43.33267
New Hampshire,now-cast,40.68,39.45,39.94218,41.17568
Vermont,now-cast,59.87,9.46,67.70699,20.04246
Oregon,now-cast,43.0,32.0,43.92303,34.76116
Texas,now-cast,31.95,48.89,31.858970000000006,49.92876
Alabama,now-cast,42.06,48.14,41.78506,49.52521
Maine,now-cast,32.92,37.19,32.22736,38.87051
Nevada,now-cast,39.99,38.33,39.4269,39.82277
Wisconsin,now-cast,37.41,27.08,45.21521,36.04404
Nebraska,now-cast,28.7,34.35,36.50364,43.87058
New Jersey,now-cast,36.27,33.98,44.04918,42.90916
Alabama,now-cast,21.28,55.58,28.7142,64.24243
Connecticut,now-cast,49.91,37.43,49.64685,39.27449
District of Columbia,now-cast,44.16,24.78,52.13966,35.63797
Massachusetts,now-cast,43.78,24.19,52.0906,34.10283
Minnesota,now-cast,48.0,35.0,46.48664,37.79764
Arkansas,now-cast,39.83,44.73,39.50113,46.39166
Michigan,now-cast,45.0,39.0,46.02076,41.29554
Michigan,now-cast,42.74,41.32,42.30287,41.88945
Georgia,now-cast,41.1,47.01,40.74193,47.79446
New York,now-cast,51.0,35.0,51.69379,38.16851
Kansas,now-cast,37.04,47.54,35.80299,48.43259000000001
Louisiana,now-cast,39.41,50.38,39.50124,52.17924
Idaho,now-cast,25.88,36.13,33.61648,46.01929000000001
Missouri,now-cast,39.68,46.1,39.14025,47.20877
Pennsylvania,now-cast,49.5,48.0,50.02694,49.42365
California,now-cast,46.39,28.05,53.9939,36.65864000000001
New York,now-cast,41.56,28.23,49.15987,36.83339
Virginia,now-cast,50.06,36.87,50.0097,38.0808
Arkansas,now-cast,27.6,39.6,35.16248,49.1871
Mississippi,now-cast,23.07,53.52,30.31313,62.55249
New Hampshire,now-cast,51.53,20.86,59.44951,31.60181
Kentucky,now-cast,43.04,45.34,42.98891,47.17722
Illinois,now-cast,56.22,29.58,56.18022,31.45307
Iowa,now-cast,41.22,41.45,40.81673,43.22969000000001
Minnesota,now-cast,34.49,25.54,42.31281,34.52763
Indiana,now-cast,34.06,55.4,32.79128,55.75789
Minnesota,now-cast,43.51,34.62,42.81049,35.70983
Oklahoma,now-cast,29.21,58.44,27.82995,59.01492
Pennsylvania,now-cast,33.59,36.18,41.19054000000001,44.86971
Texas,now-cast,32.35,45.87,32.065059999999995,47.46056
Tennessee,now-cast,32.71,45.65,32.81523,47.40561
Michigan,now-cast,36.8,32.7,40.69516,38.31387
New York,now-cast,50.0,28.47,50.46563,30.12075
Oregon,now-cast,44.3,39.17,43.97757,40.51806
Delaware,now-cast,34.47,32.29,41.93101,42.14638
Minnesota,now-cast,34.61,26.85,42.51024,36.17735
West Virginia,now-cast,34.34,38.67,41.89376,48.70549000000001
New Mexico,now-cast,36.08,27.95,43.91854,37.52477
Texas,now-cast,28.76,39.7,36.39029,48.42959000000001
Illinois,now-cast,37.79,29.41,45.46544,38.2001
Kentucky,now-cast,36.67,32.51,44.35093,41.84009
Connecticut,now-cast,40.68,25.54,48.62981,35.28751
New York,now-cast,61.0,32.0,59.62456,36.38256
Florida,now-cast,46.88,47.17,47.53189,48.69442
Louisiana,now-cast,38.11,48.16,38.19416,50.05314
South Carolina,now-cast,31.75,41.66,39.20674,50.64204
Georgia,now-cast,31.85,40.74,39.3312,49.46949
Ohio,now-cast,31.14,34.34,38.84125,43.16471
Colorado,now-cast,37.36,28.53,45.29591,37.90825
Nevada,now-cast,30.03,41.46,37.66517,51.17335
Alabama,now-cast,17.11,56.17,24.51123,65.06586
Arizona,now-cast,34.87,34.6,42.70803,43.83859
Maryland,now-cast,45.83,24.29,53.47485,33.56407
Washington,now-cast,41.52,25.56,49.52384,35.03517
Oklahoma,now-cast,24.4,42.18,31.92292,51.6984
South Carolina,now-cast,41.09,50.04,40.99306,51.74936
Missouri,now-cast,46.15,41.13,45.52163,42.43982000000001
Florida,now-cast,30.85,41.04,38.53264,49.83976
Montana,now-cast,35.91,28.11,43.71112,38.11156
Indiana,now-cast,29.21,35.57,36.88231,44.57215
Maryland,now-cast,53.02,30.47,52.91761999999999,32.226490000000005
Kansas,now-cast,43.82,26.61,51.65276,36.1758
Virginia,now-cast,36.11,29.32,43.80161,38.34969
New York,now-cast,51.99,29.64,52.25117,31.86398
Texas,now-cast,32.13,45.36,31.95216,46.67752
Indiana,now-cast,36.31,54.13,34.95417,54.68694
Missouri,now-cast,35.45,31.19,43.153,40.23594
Illinois,now-cast,52.63,26.24,52.69981,27.83555
Maryland,now-cast,63.0,28.0,60.90723000000001,30.29558
North Carolina,now-cast,30.2,39.03,37.78739,47.91099000000001
Wisconsin,now-cast,36.15,39.27,36.12576,41.02217
Pennsylvania,now-cast,48.05,41.77,48.04985,42.88405
Massachusetts,now-cast,46.28,32.51,46.30488,34.61719
Tennessee,now-cast,27.05,44.62,34.71867,53.93105
Washington,now-cast,49.27,32.57,49.13544,34.29874
Arizona,now-cast,41.38,44.56,41.11471,45.63832
Arizona,now-cast,42.0,35.0,41.81495,40.03723
Massachusetts,now-cast,48.64,23.46,56.90485,33.6966
Louisiana,now-cast,21.03,51.78,28.3905,61.01631
Alabama,now-cast,36.3,54.53,36.01944,56.008
Virginia,now-cast,42.0,39.0,44.67308,43.52681
Oregon,now-cast,44.92,36.58,44.47608,38.22692
California,now-cast,62.67,24.2,62.88968000000001,25.60703
Pennsylvania,now-cast,45.79,45.28,45.59892,46.9398
New York,now-cast,39.81,31.36,47.54583,40.23104
Oregon,now-cast,42.39,27.93,50.31921,37.64554
New Jersey,now-cast,35.95,33.11,43.80534,42.37329
Oregon,now-cast,42.0,44.0,41.83857,43.95723
Illinois,now-cast,57.0,32.0,54.98631,35.63907000000001
Colorado,now-cast,43.04,39.74,41.97128,40.73472
Idaho,now-cast,24.07,40.41,31.6577,50.51104
Ohio,now-cast,43.1,45.95,42.91228,46.92928
Tennessee,now-cast,35.51,42.91,35.52648,44.86682
North Carolina,now-cast,48.92,43.83,48.92052,45.03289
California,now-cast,43.37,26.36,51.11007,35.23674000000001
Florida,now-cast,44.0,41.0,47.50931,45.29226
Connecticut,now-cast,49.73,36.71,49.44743,38.65766
Kansas,now-cast,40.04,26.88,47.75721,36.73582
New York,now-cast,53.3,31.38,53.67411,33.32048
Wisconsin,now-cast,40.83,29.07,48.71213,38.37151
Michigan,now-cast,35.17,29.24,42.97488,38.4313
Minnesota,now-cast,42.1,33.97,41.3022,35.27375
Iowa,now-cast,33.58,32.81,41.47484,42.47216
New York,now-cast,55.0,36.0,54.07365,36.09753
Nebraska,now-cast,24.5,38.25,32.18935,48.05744
New Mexico,now-cast,41.65,25.13,49.37273,34.99542
Mississippi,now-cast,43.0,46.0,41.90289,49.32194000000001
Georgia,now-cast,43.33,46.33,42.88963,47.3798
Nevada,now-cast,31.76,35.73,39.25227,45.64674
California,now-cast,48.0,33.0,49.17735,35.05395
Ohio,now-cast,45.31,38.71,44.92129,40.25549
Massachusetts,now-cast,52.52,29.58,52.42647,31.92792
Mississippi,now-cast,17.52,52.99,24.64296,62.19354000000001
California,now-cast,63.14,26.06,63.1548,28.041120000000006
Connecticut,now-cast,43.88,26.51,51.70918,36.56028
Kentucky,now-cast,41.02,47.01,40.95626,48.94531
Virginia,now-cast,47.58,36.67,47.43832,38.16871
Wisconsin,now-cast,46.0,34.0,45.71065,37.86222
Connecticut,now-cast,48.0,40.0,46.33864000000001,39.73473
Kentucky,now-cast,34.88,39.74,42.45197,49.34358
Pennsylvania,now-cast,33.0,34.57,40.67148,43.57097
New Hampshire,now-cast,34.0,29.0,35.7723,34.5503
Washington,now-cast,45.35,33.48,45.11206,35.42943
Wisconsin,now-cast,37.83,36.52,37.70836,38.48491
New Jersey,now-cast,48.08,33.54,48.71011,35.92739
Florida,now-cast,48.23,44.6,48.86211,46.38934
Michigan,now-cast,41.5,42.49,41.02212,43.33706
Ohio,now-cast,29.08,35.47,36.85514000000001,44.61886
Georgia,now-cast,41.0,45.0,41.89339,48.8279
Washington,now-cast,40.49,26.91,48.45257,36.67731
Oklahoma,now-cast,27.28,39.25,34.66652,48.96253
Georgia,now-cast,25.87,43.94,33.31754,52.90776
Illinois,now-cast,34.91,29.27,42.65856,38.38094
Texas,now-cast,30.5,39.55,38.2021,48.59466
South Carolina,now-cast,27.1,39.4,34.4575,48.63111
Virginia,now-cast,38.52,29.96,46.17488,39.24965
Florida,now-cast,45.8,33.1,47.03798,39.81102
Idaho,now-cast,32.0,49.0,31.73689,51.64976
Arkansas,now-cast,23.56,40.99,30.983790000000006,50.7745
Michigan,now-cast,49.0,38.0,45.40762,37.7129
Montana,now-cast,30.27,33.17,37.9186,43.38864
Tennessee,now-cast,25.93,46.25,33.49023,55.83321
Alabama,now-cast,17.97,56.78,25.27439,65.91888
Arizona,now-cast,43.18,46.01,42.81702,47.39194000000001
Maryland,now-cast,52.87,29.37,52.75587,31.2239
North Carolina,now-cast,33.74,37.33,41.29218,46.46021
Pennsylvania,now-cast,49.83,43.29,49.74437,44.67972
Massachusetts,now-cast,50.66,22.0,58.79055,32.57368
Minnesota,now-cast,38.29,24.77,46.15047,34.378820000000005
Maryland,now-cast,44.15,25.86,51.68745,35.40363
New York,now-cast,37.34,28.83,45.15071,38.02962
Colorado,now-cast,38.94,23.91,46.83563,33.57339
Ohio,now-cast,47.24,40.69,46.96231,41.95541
Louisiana,now-cast,27.03,46.2,34.26351,55.61704
Oregon,now-cast,43.38,39.05,42.91718,40.79971
North Carolina,now-cast,48.12,44.26,48.03363,45.73962
Nebraska,now-cast,32.71,30.16,40.2533,40.1753
Arizona,now-cast,37.2,32.28,44.99917,41.79365
Missouri,now-cast,37.17,32.83,44.83611,42.13708
California,now-cast,60.74,25.03,60.86796999999999,26.7272
Indiana,now-cast,34.59,30.45,42.22586,39.71012
Georgia,now-cast,41.99,46.04,41.47189,47.27636
Florida,now-cast,31.35,39.97,39.10598,49.09153
New Jersey,now-cast,37.83,29.03,45.64623,38.57013
New York,now-cast,53.0,33.0,53.2625,35.95421
Florida,now-cast,48.52,41.41,48.95297,43.76177
Massachusetts,now-cast,62.0,26.0,59.82735,30.96992
Louisiana,now-cast,36.0,52.0,35.74476,53.87044
New Jersey,now-cast,46.14,32.85,46.67402,35.44838
Iowa,now-cast,40.4,33.02,48.17659,42.97895
Arizona,now-cast,39.0,47.03,38.54178,48.6218
Michigan,now-cast,43.25,43.78,42.67587,44.92712
Virginia,now-cast,45.18,39.02,44.95026,40.71901
Oregon,now-cast,37.86,25.34,45.66948,35.35606
Kentucky,now-cast,33.42,34.87,40.85272,44.67176
Kansas,now-cast,34.98,30.11,42.54955,40.17598
New Jersey,now-cast,50.0,36.0,48.89788,41.03277
Pennsylvania,now-cast,36.18,35.21,43.81505,44.46885
Florida,now-cast,49.05,41.88,49.59296,43.95354
Michigan,now-cast,34.69,30.08,42.4565,39.54294
California,now-cast,43.85,27.51,51.66509,36.71586
New Mexico,now-cast,37.35,25.97,44.92475,36.04603
Michigan,now-cast,44.0,33.0,44.74191,36.24065
Connecticut,now-cast,41.81,26.61,49.48503,36.87968
Georgia,now-cast,27.58,44.61,34.9287,53.82583
Wisconsin,now-cast,39.85,27.23,47.69262,36.81111
Virginia,now-cast,36.24,28.95,43.78705,38.5103
Ohio,now-cast,28.93,34.5,36.66719000000001,43.91743
Colorado,now-cast,42.39,38.74,41.30322,39.83687000000001
South Carolina,now-cast,30.09,39.17,37.32069,48.5816
North Carolina,now-cast,47.24,45.25,47.07069,46.92311
Washington,now-cast,43.11,24.38,50.95138,34.45148
Alabama,now-cast,19.55,54.53,26.73066,63.84499
Indiana,now-cast,39.0,47.0,36.86539000000001,48.74985
Minnesota,now-cast,36.85,24.96,44.59371,34.86186
Texas,now-cast,34.09,37.44,41.75522,46.7457
Maryland,now-cast,48.93,21.31,56.33021,31.04895
Michigan,now-cast,43.97,42.89,43.30225,44.24482
North Carolina,now-cast,32.86,37.42,40.3088,46.80967
Wisconsin,now-cast,47.0,37.0,45.26851,36.73935
New York,now-cast,41.64,29.9,49.41225,39.37186
Indiana,now-cast,31.81,35.98,39.33885,45.50871
Florida,now-cast,30.85,39.89,38.56831,49.27812
Tennessee,now-cast,24.83,41.48,32.251670000000004,51.26042
Illinois,now-cast,34.63,28.61,42.34101,37.98678
Arizona,now-cast,35.06,26.9,42.74507,36.70001
Colorado,now-cast,40.49,23.95,48.26735,33.910270000000004
Michigan,now-cast,52.0,36.0,49.35326,39.02076
Iowa,now-cast,37.83,28.17,45.45549000000001,38.34401
New Jersey,now-cast,37.78,31.6,45.48139000000001,41.42835
Massachusetts,now-cast,50.33,21.5,58.28893000000001,32.31794
Oregon,now-cast,45.18,26.09,52.83647,36.32384
Missouri,now-cast,35.53,34.72,43.08778,44.29895
California,now-cast,43.75,26.11,51.52657,35.58855
Pennsylvania,now-cast,37.04,32.82,44.56807,42.34735
Virginia,now-cast,40.29,25.98,47.69925,35.73642
Wisconsin,now-cast,41.95,27.88,49.67664,37.75221
Michigan,now-cast,33.34,33.02,40.99382,42.76575
Arizona,now-cast,38.0,38.0,37.74321,40.73597
Florida,now-cast,46.0,42.0,46.49178,43.71313
North Carolina,now-cast,45.0,39.0,45.21118,43.48579
Minnesota,now-cast,40.71,25.69,48.30452,35.80421
Washington,now-cast,43.08,27.17,50.76653,37.46188
Georgia,now-cast,50.0,37.0,48.40129,40.04795
Florida,now-cast,49.0,36.0,48.90081,39.87553
Texas,now-cast,32.89,38.78,40.44693,48.35748
Maine,now-cast,43.0,34.0,41.59586,36.16953
Ohio,now-cast,30.73,35.27,38.35578,44.96705
Colorado,now-cast,36.77,27.97,44.3962,38.14539
Missouri,now-cast,42.0,40.0,39.21898,41.96038
Georgia,now-cast,27.63,41.69,34.8524,51.08558
New York,now-cast,54.0,36.0,52.80341,36.08353
Arizona,now-cast,37.14,32.91,44.67928,42.91752
Texas,now-cast,44.0,47.0,40.80981,46.57656
Indiana,now-cast,31.62,35.74,39.01211,45.46333
Illinois,now-cast,35.37,28.77,42.97073,38.42354
Michigan,now-cast,37.13,29.03,44.63984,38.98068
North Carolina,now-cast,33.51,35.36,40.8267,44.93769
New Jersey,now-cast,42.4,28.6,49.95465,38.63721
Missouri,now-cast,38.89,28.71,46.30936,38.48595
New York,now-cast,39.08,27.65,46.73933,37.4053
Florida,now-cast,32.58,40.47,40.18773,50.13568
California,now-cast,40.62,27.65,48.28344,37.41246
Virginia,now-cast,38.0,38.0,37.43594,41.1927
Georgia,now-cast,41.0,44.0,39.71346,44.65921
Pennsylvania,now-cast,40.37,30.59,47.76137,40.3119
Wisconsin,now-cast,44.14,24.51,51.71843,34.59315
Ohio,now-cast,29.53,33.7,37.01343,43.59967
Texas,now-cast,31.11,40.53,38.52857,50.30442
Wisconsin,now-cast,49.0,41.0,50.2513,45.25406
Illinois,now-cast,37.04,26.64,44.49982,36.49409
New York,now-cast,41.23,26.04,48.74502,36.00068
Florida,now-cast,34.48,38.4,41.94641,48.26681
California,now-cast,43.63,25.43,51.14891,35.39818
North Carolina,now-cast,49.0,40.0,50.91515,44.76947
West Virginia,now-cast,24.0,61.0,23.75125,61.3238
Missouri,now-cast,38.0,43.0,37.67705,44.64863
Wisconsin,now-cast,47.0,38.0,45.09459,37.55683
California,now-cast,57.0,30.0,55.368080000000006,31.67518
Idaho,now-cast,32.0,49.0,30.06356,51.63181
Pennsylvania,now-cast,43.0,35.0,43.43789,38.61323
Pennsylvania,now-cast,46.0,33.0,44.96529,37.90499000000001
Ohio,now-cast,50.0,43.0,48.17091,43.62661
Pennsylvania,now-cast,45.0,40.0,42.56349,40.76209
Virginia,now-cast,44.0,35.0,43.01989,38.28423
